3819835.442979342 1.2331362391975206e-10
6183073.081768003 1.8923360511842523e-10
10403719.355000718 2.5538142438059267e-10
17525840.678912763 3.0036884097183643e-10
28269560.679872353 3.5265574507935905e-10
44605150.68613922 4.829959632655969e-10
62400369.22533413 7.036039101022947e-10
82408341.74861448 1.0357791763595018e-9
108825694.47279528 1.5518141037378293e-9
140649021.79263225 2.3661692250598524e-9
185726230.53107846 3.6078785391463354e-9
245277245.42811173 5.311177791975024e-9
301052582.2707241 6.999286112360166e-9
461406873.24402976 1.0920554201272175e-8
760321536.0353581 1.593043963755907e-8
1266471863.730336 2.0009963665987748e-8
2055143711.3551066 2.206392723861274e-8
3291978907.784154 2.206392723861274e-8
5599493844.657231 1.989488196159605e-8
9536064802.828678 1.5373490604645386e-8
15232335467.185888 1.0280167283510304e-8
21113812670.200874 6.656502390848602e-9
27296105462.716476 4.329982351833968e-9
33687559032.55796 2.799710789417057e-9
39680642612.69306 1.9298360584698745e-9
45667090316.98325 1.3281283094922436e-9
52565385061.26295 8.666731165548187e-10
60515484123.83256 5.369284224153288e-10
68055682859.219666 3.534942927471959e-10
76563068364.59145 2.0718429057786148e-10
84139517450.27629 1.2956704302861272e-10
