11768787123886422 6.806102237178672e-17
17633619423135070 9.252804743813724e-17
30233456728476910 1.1994726709228346e-16
53612775712424240 1.5303777351308355e-16
95071157274695520 1.7448966575079064e-16
183406462401310270 1.6948977587033257e-16
304037273494093000 1.4467618575082347e-16
512573438762750100 1.1036907917166792e-16
864142501692889300 7.404297061220066e-17
1273145527657828000 4.8072255363268677e-17
1875731758847323400 3.275181666058534e-17
2858232551618703400 2.0266739770599744e-17
4504623898608875500 1.1574886278716744e-17
6636685221545389000 6.503343577891075e-18
10817984166556877000 3.163516940953703e-18
16208995345951293000 1.5382731713501453e-18
25118864315095720000 7.015487512540445e-19
37007750110610110000 3.097609439686949e-19
51836318104577500000 1.091990713298609e-19
65625582417533680000 5.056053778207542e-20
78987974193929600000 2.3031678065917462e-20
