10806919135779474  2.7100453538026764e-15
14886438258700526  2.1975420594838888e-15
19966851939838776  1.8584686566124974e-15
29793840791020388  1.3567194423080547e-15
43285048012719250  9.90351750792254e-16
55031373135302140  8.02867656723407e-16
74783889591712290  5.859424079030092e-16
105769609818769440  4.014946732190396e-16
170922661270311740  2.3254681388228003e-16
265389195239290620  1.4345877296500337e-16
324124660068364600  1.114899540326197e-16
606734475904435600  6.597924504175234e-17
824578023455100400  5.0223977209450996e-17
1351148951827038700  3.825273912615966e-17
2273946202059800800  2.913730356741884e-17
4036429265588684000  2.0404284119188088e-17
5271214133531768000  1.7254565392481437e-17
8299361283849743000  1.4295125416026514e-17
15542678850025884000  1.0665222612815784e-17
24145680605565428000  8.651467552324405e-18
32387389171019223000  7.472298693162523e-18
46454980979887464000  7.32462665609003e-18
78214298873830210000  6.887098068401762e-18

