10054453977937960 1.61461699737591e-17
17212702263069712 2.3065043947503315e-17
40158139581211500 4.1572959371525327e-17
86361614896983470 6.320667546221078e-17
182722678487551680 8.107251073522367e-17
368160961760047800 8.119966941368701e-17
630272417932012200 6.965663930657906e-17
978511733526777200 5.445118612644855e-17
1847180919862956800 3.537571321597577e-17
3111175630002527000 2.227765346499693e-17
4380356262962925000 1.5625698227033456e-17
7498942093324558000 8.696174100764912e-18
11454134121461436000 4.838449555389376e-18
17495426266755402000 2.6920567399850545e-18
25037150831165657000 1.4297649866238656e-18
34681217854918970000 6.920619813206233e-19
43566326650602260000 4.2228095420800384e-19
65469305787802020000 1.6983377372001206e-19
78319142627522000000 9.016342304330899e-20
93691051525599410000 5.251763725976807e-20
105008973977937540000 2.875219560310174e-20
119627269122677560000 1.7813282417396284e-20
129779933464757570000 1.1738565934324699e-20
