freq : 100.00 MHz
SWR : 1.965000
 Theta 	 Phi 	 Gain(dB)     	   Gain     	    Phase(deg)
75 	 345 	 -6.932018     	   0.202674075194     	    -126.9941
75 	 360 	 -6.939962     	   0.202303687982     	    -126.9351
90 	 0 	 -6.611728     	   0.218186160539     	    -126.9265
90 	 15 	 -6.61175     	   0.218185055279     	    -126.8826
90 	 30 	 -6.611767     	   0.218184201218     	    -126.8551
90 	 45 	 -6.611772     	   0.218183950024     	    -126.8457
90 	 60 	 -6.611765     	   0.218184301696     	    -126.8551
90 	 75 	 -6.611747     	   0.218185205996     	    -126.8827
90 	 90 	 -6.611722     	   0.218186461974     	    -126.9266
90 	 105 	 -6.611696     	   0.2181877682     	    -126.9837
90 	 120 	 -6.611671     	   0.218189024193     	    -127.0503
90 	 135 	 -6.611647     	   0.218190229954     	    -127.1218
90 	 150 	 -6.611627     	   0.218191234759     	    -127.1933
90 	 165 	 -6.611612     	   0.218191988366     	    -127.2599
90 	 180 	 -6.611602     	   0.218192490772     	    -127.317
90 	 195 	 -6.611599     	   0.218192641494     	    -127.3609
90 	 210 	 -6.611598     	   0.218192691735     	    -127.3885
90 	 225 	 -6.6116     	   0.218192591254     	    -127.3979
90 	 240 	 -6.6116     	   0.218192591254     	    -127.3885
90 	 255 	 -6.611602     	   0.218192490772     	    -127.3609
90 	 270 	 -6.611607     	   0.218192239569     	    -127.317
90 	 285 	 -6.611618     	   0.218191686923     	    -127.2598
90 	 300 	 -6.611633     	   0.218190933317     	    -127.1932
90 	 315 	 -6.611654     	   0.218189878273     	    -127.1218
90 	 330 	 -6.611677     	   0.218188722754     	    -127.0503
90 	 345 	 -6.611702     	   0.218187466762     	    -126.9837
90 	 360 	 -6.611728     	   0.218186160539     	    -126.9265
105 	 0 	 -6.886003     	   0.204832893522     	    -126.9058
105 	 15 	 -6.879984     	   0.20511697356     	    -126.8606
105 	 30 	 -6.876204     	   0.205295580406     	    -126.8322
105 	 45 	 -6.874915     	   0.205356521839     	    -126.8225
105 	 60 	 -6.876202     	   0.205295674949     	    -126.8322
105 	 75 	 -6.87998     	   0.20511716248     	    -126.8606
105 	 90 	 -6.885997     	   0.20483317651     	    -126.9058
105 	 105 	 -6.893848     	   0.204463221873     	    -126.9647
105 	 120 	 -6.903006     	   0.204032523026     	    -127.0334
105 	 135 	 -6.912846     	   0.203570760931     	    -127.1071
105 	 150 	 -6.9227     	   0.203109389138     	    -127.1809
105 	 165 	 -6.931896     	   0.202679768701     	    -127.2497
105 	 180 	 -6.939802     	   0.202311141262     	    -127.3088
105 	 195 	 -6.945877     	   0.20202834214     	    -127.3541
105 	 210 	 -6.9497     	   0.201850579231     	    -127.3827
105 	 225 	 -6.951005     	   0.201789934796     	    -127.3924
105 	 240 	 -6.949702     	   0.201850486275     	    -127.3827
105 	 255 	 -6.945881     	   0.202028156066     	    -127.3541
105 	 270 	 -6.939808     	   0.202310861759     	    -127.3087
105 	 285 	 -6.931903     	   0.20267944202     	    -127.2496
105 	 300 	 -6.922708     	   0.203109014997     	    -127.1808
105 	 315 	 -6.912854     	   0.20357038594     	    -127.1071
105 	 330 	 -6.903013     	   0.204032194165     	    -127.0334
105 	 345 	 -6.893855     	   0.204462892317     	    -126.9647
105 	 360 	 -6.886003     	   0.204832893522     	    -126.9058
120 	 0 	 -7.803504     	   0.16582484499     	    -126.8716
120 	 15 	 -7.790557     	   0.166319932474     	    -126.8219
120 	 30 	 -7.78243     	   0.166631460169     	    -126.7907
120 	 45 	 -7.779659     	   0.166737812686     	    -126.7801
120 	 60 	 -7.782428     	   0.166631536906     	    -126.7907
120 	 75 	 -7.790553     	   0.166320085661     	    -126.8219
120 	 90 	 -7.803497     	   0.165825112268     	    -126.8716
120 	 105 	 -7.820398     	   0.165181041462     	    -126.9365
120 	 120 	 -7.840122     	   0.164432553093     	    -127.0121
120 	 135 	 -7.861338     	   0.163631231903     	    -127.0935
120 	 150 	 -7.882605     	   0.162831903577     	    -127.175
120 	 165 	 -7.902469     	   0.162088834696     	    -127.2512
120 	 180 	 -7.919564     	   0.161452063479     	    -127.3167
120 	 195 	 -7.932705     	   0.160964275808     	    -127.367
120 	 210 	 -7.940977     	   0.160657979205     	    -127.3987
120 	 225 	 -7.943801     	   0.160553545307     	    -127.4095
120 	 240 	 -7.94098     	   0.160657868226     	    -127.3987
120 	 255 	 -7.93271     	   0.160964090491     	    -127.367
120 	 270 	 -7.919571     	   0.161451803249     	    -127.3166
120 	 285 	 -7.902478     	   0.162088498795     	    -127.2511
120 	 300 	 -7.882614     	   0.162831566136     	    -127.175
120 	 315 	 -7.861347     	   0.163630892806     	    -127.0934
120 	 330 	 -7.84013     	   0.164432250198     	    -127.0121
120 	 345 	 -7.820405     	   0.165180775222     	    -126.9364
120 	 360 	 -7.803504     	   0.16582484499     	    -126.8716
135 	 0 	 -9.52257     	   0.111620252342     	    -126.8149
135 	 15 	 -9.500244     	   0.112195541762     	    -126.7555
135 	 30 	 -9.486236     	   0.112558008376     	    -126.7182
135 	 45 	 -9.481462     	   0.112681806261     	    -126.7055
135 	 60 	 -9.486233     	   0.112558086128     	    -126.7182
135 	 75 	 -9.500237     	   0.1121957226     	    -126.7555
135 	 90 	 -9.522561     	   0.111620483656     	    -126.815
135 	 105 	 -9.55174     	   0.11087305136     	    -126.8927
135 	 120 	 -9.585836     	   0.110006006763     	    -126.9837
135 	 135 	 -9.622569     	   0.109079490318     	    -127.0818
135 	 150 	 -9.659447     	   0.108157166225     	    -127.1805
135 	 165 	 -9.693946     	   0.107301402866     	    -127.2729
135 	 180 	 -9.723676     	   0.106569370395     	    -127.3526
135 	 195 	 -9.746554     	   0.106009454564     	    -127.414
135 	 210 	 -9.760966     	   0.105658246773     	    -127.4527
135 	 225 	 -9.765888     	   0.105538568691     	    -127.4659
135 	 240 	 -9.760969     	   0.105658173787     	    -127.4526
135 	 255 	 -9.74656     	   0.106009308107     	    -127.4139
135 	 270 	 -9.723684     	   0.106569174087     	    -127.3525
135 	 285 	 -9.693958     	   0.107301106382     	    -127.2728
135 	 300 	 -9.659459     	   0.108156867376     	    -127.1804
135 	 315 	 -9.622581     	   0.10907918892     	    -127.0818
135 	 330 	 -9.585848     	   0.110005702805     	    -126.9837
135 	 345 	 -9.55175     	   0.110872796065     	    -126.8927
135 	 360 	 -9.52257     	   0.111620252342     	    -126.8149
150 	 0 	 -12.46061     	   0.0567464895002     	    -126.7041
150 	 15 	 -12.42226     	   0.0572498034507     	    -126.6228
150 	 30 	 -12.39822     	   0.0575675835574     	    -126.572
150 	 45 	 -12.39004     	   0.0576761151201     	    -126.5548
150 	 60 	 -12.39822     	   0.0575675835574     	    -126.572
150 	 75 	 -12.42225     	   0.0572499352734     	    -126.6229
150 	 90 	 -12.4606     	   0.056746620164     	    -126.7041
150 	 105 	 -12.51082     	   0.0560942053455     	    -126.8109
150 	 120 	 -12.56964     	   0.0553395980003     	    -126.9366
150 	 135 	 -12.63319     	   0.0545357135682     	    -127.073
150 	 150 	 -12.69716     	   0.0537383094661     	    -127.211
150 	 165 	 -12.75718     	   0.0530007481409     	    -127.341
150 	 180 	 -12.80903     	   0.0523717396199     	    -127.4539
150 	 195 	 -12.849     	   0.0518919510807     	    -127.5413
150 	 210 	 -12.87422     	   0.0515914815898     	    -127.5966
150 	 225 	 -12.88284     	   0.0514891829107     	    -127.6155
150 	 240 	 -12.87423     	   0.0515913627961     	    -127.5965
150 	 255 	 -12.84901     	   0.0518918315952     	    -127.5413
150 	 270 	 -12.80904     	   0.0523716190297     	    -127.4539
150 	 285 	 -12.7572     	   0.053000504064     	    -127.341
150 	 300 	 -12.69718     	   0.0537380619926     	    -127.2109
150 	 315 	 -12.6332     	   0.0545355879952     	    -127.0729
150 	 330 	 -12.56966     	   0.0553393431526     	    -126.9365
150 	 345 	 -12.51083     	   0.0560940761839     	    -126.8109
150 	 360 	 -12.46061     	   0.0567464895002     	    -126.7041
165 	 0 	 -17.98486     	   0.0159042795234     	    -126.379
165 	 15 	 -17.90409     	   0.0162028346483     	    -126.2317
165 	 30 	 -17.85367     	   0.0163920398051     	    -126.1405
165 	 45 	 -17.83654     	   0.0164568230703     	    -126.1096
165 	 60 	 -17.85367     	   0.0163920398051     	    -126.1405
165 	 75 	 -17.90408     	   0.0162028719567     	    -126.2318
165 	 90 	 -17.98484     	   0.0159043527654     	    -126.3791
165 	 105 	 -18.09114     	   0.0155197957007     	    -126.5751
165 	 120 	 -18.21649     	   0.0150782520931     	    -126.8091
165 	 135 	 -18.35289     	   0.0146120449658     	    -127.0674
165 	 150 	 -18.4913     	   0.0141537004524     	    -127.3337
165 	 165 	 -18.62213     	   0.013733682405     	    -127.5892
165 	 180 	 -18.73594     	   0.013378456165     	    -127.8145
165 	 195 	 -18.82421     	   0.0131092848411     	    -127.9913
165 	 210 	 -18.88013     	   0.0129415710208     	    -128.1042
165 	 225 	 -18.89928     	   0.012884631433     	    -128.143
165 	 240 	 -18.88014     	   0.0129415412218     	    -128.1042
165 	 255 	 -18.82423     	   0.0131092244707     	    -127.9912
165 	 270 	 -18.73597     	   0.0133783637502     	    -127.8144
165 	 285 	 -18.62216     	   0.0137335875364     	    -127.589
165 	 300 	 -18.49133     	   0.0141536026825     	    -127.3335
165 	 315 	 -18.35292     	   0.0146119440297     	    -127.0673
165 	 330 	 -18.21652     	   0.0150781479366     	    -126.8089
165 	 345 	 -18.09117     	   0.0155196884941     	    -126.5749
165 	 360 	 -17.98486     	   0.0159042795234     	    -126.379
180 	 0 	 -45.01468     	   3.1516065906e-05     	    -111.5067
180 	 15 	 -43.25367     	   4.72751591984e-05     	    -111.5074
180 	 30 	 -42.30534     	   5.8812006966e-05     	    -111.508
180 	 45 	 -42.00415     	   6.30354706773e-05     	    -111.5084
180 	 60 	 -42.30522     	   5.88136320242e-05     	    -111.5089
180 	 75 	 -43.25343     	   4.72777717925e-05     	    -111.5094
180 	 90 	 -45.01426     	   3.15191139272e-05     	    -111.5101
180 	 105 	 -48.02444     	   1.57599922649e-05     	    -111.5113
180 	 120 	 -53.74358     	   4.22320341329e-06     	    -111.5146
180 	 135 	 -131.3314     	   7.35969810615e-14     	    -167.8496
180 	 150 	 -53.7448     	   4.22201721711e-06     	    68.49756
180 	 165 	 -48.02499     	   1.57579965115e-05     	    68.49428
180 	 180 	 -45.01456     	   3.15169367392e-05     	    68.49308
180 	 195 	 -43.25357     	   4.72762477617e-05     	    68.49239
180 	 210 	 -42.30525     	   5.88132257554e-05     	    68.49186
180 	 225 	 -42.00407     	   6.30366318443e-05     	    68.4914
180 	 240 	 -42.30513     	   5.88148508474e-05     	    68.49094
180 	 255 	 -43.25333     	   4.72788604159e-05     	    68.49041
180 	 270 	 -45.01414     	   3.15199848446e-05     	    68.48967
180 	 285 	 -48.02427     	   1.57606091853e-05     	    68.48837
180 	 300 	 -53.74324     	   4.22353405193e-06     	    68.4848
180 	 315 	 -129.4205     	   1.14274676363e-13     	    21.37268
180 	 330 	 -53.74513     	   4.22169641802e-06     	    -111.5018
180 	 345 	 -48.02515     	   1.57574159762e-05     	    -111.5054
180 	 360 	 -45.01468     	   3.1516065906e-05     	    -111.5067
freq : 200.00 MHz
SWR : 1.965000
0 	 0 	 -43.03999     	   4.96593464898e-05     	    11.48939
0 	 15 	 -41.27903     	   7.44898328931e-05     	    11.48949
0 	 30 	 -40.33073     	   9.26674046841e-05     	    11.48957
0 	 45 	 -40.02957     	   9.9321438286e-05     	    11.48964
0 	 60 	 -40.33067     	   9.26686849404e-05     	    11.48971
0 	 75 	 -41.27889     	   7.44922342003e-05     	    11.48979
0 	 90 	 -43.03976     	   4.96619764914e-05     	    11.48989
0 	 105 	 -46.04997     	   2.48315025823e-05     	    11.49008
0 	 120 	 -51.76922     	   6.6539265108e-06     	    11.49058
0 	 135 	 -137.1022     	   1.94885711961e-14     	    29.83947
0 	 150 	 -51.77008     	   6.6526090153e-06     	    -168.5113
0 	 165 	 -46.05038     	   2.48291584504e-05     	    -168.5108
0 	 180 	 -43.03999     	   4.96593464898e-05     	    -168.5106
0 	 195 	 -41.27903     	   7.44898328931e-05     	    -168.5105
0 	 210 	 -40.33073     	   9.26674046841e-05     	    -168.5104
0 	 225 	 -40.02957     	   9.9321438286e-05     	    -168.5104
0 	 240 	 -40.33067     	   9.26686849404e-05     	    -168.5103
0 	 255 	 -41.2789     	   7.44920626758e-05     	    -168.5102
0 	 270 	 -43.03976     	   4.96619764914e-05     	    -168.5101
0 	 285 	 -46.04997     	   2.48315025823e-05     	    -168.5099
0 	 300 	 -51.76922     	   6.6539265108e-06     	    -168.5094
0 	 315 	 -137.0281     	   1.98239411604e-14     	    -150.322
0 	 330 	 -51.77009     	   6.65259369712e-06     	    11.4887
0 	 345 	 -46.05037     	   2.48292156217e-05     	    11.4892
0 	 360 	 -43.03999     	   4.96593464898e-05     	    11.48939
15 	 0 	 -16.86197     	   0.0205969540442     	    -150.5078
15 	 15 	 -16.95046     	   0.0201815259183     	    -150.3109
15 	 30 	 -17.0065     	   0.0199227827878     	    -150.1851
15 	 45 	 -17.02569     	   0.0198349449743     	    -150.1418
15 	 60 	 -17.0065     	   0.0199227827878     	    -150.1851
15 	 75 	 -16.95047     	   0.0201814794487     	    -150.3109
15 	 90 	 -16.86198     	   0.020596906618     	    -150.5078
15 	 105 	 -16.74787     	   0.0211452585609     	    -150.7588
15 	 120 	 -16.61666     	   0.0217938521346     	    -151.0434
15 	 135 	 -16.47782     	   0.0225018383266     	    -151.3398
15 	 150 	 -16.34096     	   0.0232222341638     	    -151.6275
15 	 165 	 -16.21516     	   0.0239047386541     	    -151.8879
15 	 180 	 -16.10845     	   0.024499374702     	    -152.106
15 	 195 	 -16.02737     	   0.0249610586083     	    -152.2699
15 	 210 	 -15.97676     	   0.0252536408637     	    -152.3715
15 	 225 	 -15.95955     	   0.0253539132483     	    -152.4059
15 	 240 	 -15.97675     	   0.0252536990124     	    -152.3715
15 	 255 	 -16.02737     	   0.0249610586083     	    -152.2699
15 	 270 	 -16.10844     	   0.024499431114     	    -152.106
15 	 285 	 -16.21515     	   0.0239047936969     	    -151.8879
15 	 300 	 -16.34094     	   0.0232223411064     	    -151.6275
15 	 315 	 -16.4778     	   0.0225019419517     	    -151.3398
15 	 330 	 -16.61665     	   0.0217939023168     	    -151.0434
15 	 345 	 -16.74786     	   0.0211453072497     	    -150.7588
15 	 360 	 -16.86197     	   0.0205969540442     	    -150.5078
30 	 0 	 -10.93445     	   0.0806408320196     	    -150.9089
30 	 15 	 -10.97456     	   0.079899488673     	    -150.8116
30 	 30 	 -10.99985     	   0.0794355670323     	    -150.75
30 	 45 	 -11.0085     	   0.0792775098018     	    -150.7289
30 	 60 	 -10.99986     	   0.0794353841254     	    -150.75
30 	 75 	 -10.97456     	   0.079899488673     	    -150.8116
30 	 90 	 -10.93446     	   0.0806406463374     	    -150.9089
30 	 105 	 -10.88245     	   0.0816121839924     	    -151.0347
30 	 120 	 -10.82224     	   0.082751523859     	    -151.1796
30 	 135 	 -10.75804     	   0.083983892592     	    -151.3333
30 	 150 	 -10.69428     	   0.0852259792518     	    -151.4852
30 	 165 	 -10.63524     	   0.086392491711     	    -151.6251
30 	 180 	 -10.58483     	   0.0874011204169     	    -151.7441
30 	 195 	 -10.54633     	   0.0881793716909     	    -151.8346
30 	 210 	 -10.52221     	   0.0886704678645     	    -151.8911
30 	 225 	 -10.514     	   0.0888382510403     	    -151.9103
30 	 240 	 -10.52221     	   0.0886704678645     	    -151.8911
30 	 255 	 -10.54633     	   0.0881793716909     	    -151.8346
30 	 270 	 -10.58483     	   0.0874011204169     	    -151.7441
30 	 285 	 -10.63523     	   0.0863926906373     	    -151.6251
30 	 300 	 -10.69427     	   0.0852261754921     	    -151.4852
30 	 315 	 -10.75804     	   0.083983892592     	    -151.3334
30 	 330 	 -10.82223     	   0.0827517144016     	    -151.1796
30 	 345 	 -10.88244     	   0.0816123719117     	    -151.0347
30 	 360 	 -10.93445     	   0.0806408320196     	    -150.9089
45 	 0 	 -7.848822     	   0.164103483455     	    -151.0213
45 	 15 	 -7.871786     	   0.163238050691     	    -150.9528
45 	 30 	 -7.886253     	   0.162695184968     	    -150.9097
45 	 45 	 -7.891192     	   0.162510265562     	    -150.895
45 	 60 	 -7.886253     	   0.162695184968     	    -150.9097
45 	 75 	 -7.871788     	   0.163237975517     	    -150.9528
45 	 90 	 -7.848825     	   0.164103370096     	    -151.0213
45 	 105 	 -7.818984     	   0.165234830775     	    -151.1102
45 	 120 	 -7.784355     	   0.166557617536     	    -151.2131
45 	 135 	 -7.747334     	   0.167983490056     	    -151.3231
45 	 150 	 -7.71046     	   0.169415834753     	    -151.4324
45 	 165 	 -7.676227     	   0.17075652183     	    -151.5338
45 	 180 	 -7.646931     	   0.171912279912     	    -151.6204
45 	 195 	 -7.624514     	   0.172801934479     	    -151.6867
45 	 210 	 -7.61045     	   0.173362435666     	    -151.7282
45 	 225 	 -7.605657     	   0.173553869099     	    -151.7423
45 	 240 	 -7.610448     	   0.173362515502     	    -151.7282
