392690, 1.36306e-12
532193, 2.33234e-12
735866, 3.96323e-12
932523, 5.94784e-12
1.20598e+6, 9.95353e-12
1.68810e+6, 1.67482e-11
2.41739e+6, 2.67499e-11
3.37057e+6, 3.81845e-11
4.72660e+6, 4.96045e-11
5.75624e+6, 5.85410e-11
7.44948e+6, 6.22278e-11
9.79251e+6, 6.80482e-11
1.19414e+7, 7.36890e-11
1.52149e+7, 7.74996e-11
2.25931e+7, 9.06414e-11
3.36287e+7, 1.14096e-10
4.61494e+7, 1.61083e-10
6.98846e+7, 3.08309e-10
9.59155e+7, 4.81747e-10
1.23306e+8, 7.37635e-10
1.63787e+8, 1.12944e-9
2.22348e+8, 1.69463e-9
2.82676e+8, 2.11832e-9
3.75415e+8, 2.81410e-9
5.32289e+8, 3.81503e-9
6.99190e+8, 4.67308e-9
1.04681e+9, 5.96115e-9
1.42061e+9, 6.73277e-9
2.12660e+9, 7.60427e-9
3.07457e+9, 8.65145e-9
4.60409e+9, 9.42538e-9
6.89439e+9, 1.01118e-8
1.01067e+10, 1.06126e-8
1.51338e+10, 1.10893e-8
2.26610e+10, 1.14608e-8
3.32182e+10, 1.16640e-8
4.97376e+10, 1.15112e-8
7.44719e+10, 1.13356e-8
