"frequency";"r S21_dB";"i S21_dB"
2.4729e+08;34.475;0
2.50941e+08;33.1694;0
2.54646e+08;31.9159;0
2.58406e+08;31.205;0
2.62221e+08;31.5628;0
2.66092e+08;32.882;0
2.7002e+08;34.5675;0
2.74007e+08;36.2153;0
2.78052e+08;37.6579;0
2.82157e+08;38.8707;0
2.86323e+08;39.8659;0
2.9055e+08;40.6634;0
2.9484e+08;41.2914;0
2.99193e+08;41.767;0
3.0361e+08;42.1089;0
3.08092e+08;42.3311;0
3.12641e+08;42.4315;0
3.17257e+08;42.4177;0
3.2194e+08;42.2933;0
3.26693e+08;42.0501;0
3.31517e+08;41.6861;0
3.36411e+08;41.1859;0
3.41378e+08;40.5149;0
3.46418e+08;39.6382;0
3.51532e+08;38.494;0
3.56722e+08;37.0173;0
3.61988e+08;35.1585;0
3.67333e+08;33.0247;0
3.72756e+08;31.3624;0
3.78259e+08;31.6929;0
3.83844e+08;33.6788;0
3.89511e+08;35.8354;0
3.95261e+08;37.6545;0
4.01097e+08;39.0726;0
4.07018e+08;40.1335;0
4.13028e+08;40.8547;0
4.19125e+08;41.2215;0
4.25313e+08;41.1786;0
4.31592e+08;40.5962;0
4.37964e+08;39.3028;0
4.4443e+08;37.1429;0
4.50992e+08;34.1597;0
4.5765e+08;31.4139;0
4.64406e+08;31.4971;0
4.71263e+08;33.6041;0
4.7822e+08;35.6112;0
4.85281e+08;37.1615;0
4.92445e+08;38.3191;0
4.99716e+08;39.174;0
5.07093e+08;39.7994;0
5.1458e+08;40.2989;0
5.22177e+08;40.7134;0
5.29886e+08;41.0693;0
5.37709e+08;41.3604;0
5.45648e+08;41.6324;0
5.53703e+08;41.8812;0
5.61878e+08;42.089;0
5.70174e+08;42.2237;0
5.78591e+08;42.3531;0
5.87134e+08;42.4897;0
5.95802e+08;42.5976;0
6.04598e+08;42.6887;0
6.13524e+08;42.7752;0
6.22582e+08;42.8433;0
6.31774e+08;42.8768;0
6.41101e+08;42.9111;0
6.50566e+08;42.966;0
6.60171e+08;43.0102;0
6.69917e+08;43.0578;0
6.79808e+08;43.1068;0
6.89844e+08;43.1142;0
7.00029e+08;43.1319;0
7.10364e+08;43.1783;0
7.20851e+08;43.2068;0
7.31494e+08;43.2227;0
7.42293e+08;43.23;0
7.53252e+08;43.2244;0
7.64373e+08;43.2305;0
7.75658e+08;43.2541;0
7.87109e+08;43.2716;0
7.9873e+08;43.2874;0
8.10522e+08;43.2647;0
8.22489e+08;43.2653;0
8.34631e+08;43.295;0
8.46954e+08;43.3081;0
8.59458e+08;43.315;0
8.72147e+08;43.307;0
8.85023e+08;43.2972;0
8.98089e+08;43.3384;0
9.11348e+08;43.3553;0
9.24803e+08;43.3133;0
9.38456e+08;43.2608;0
9.52311e+08;43.2479;0
9.66371e+08;43.2682;0
9.80638e+08;43.2702;0
9.95116e+08;43.227;0
1.00981e+09;43.1939;0
1.02472e+09;43.216;0
1.03984e+09;43.2195;0
1.0552e+09;43.1504;0
1.07078e+09;43.1042;0
1.08658e+09;43.1243;0
1.10263e+09;43.1352;0
1.1189e+09;43.0777;0
1.13542e+09;43.0454;0
1.15219e+09;43.0711;0
1.1692e+09;43.068;0
1.18646e+09;42.9948;0
1.20398e+09;42.9691;0
1.22175e+09;42.9995;0
1.23979e+09;42.9724;0
1.25809e+09;42.9674;0
1.27667e+09;42.9942;0
1.29551e+09;42.9669;0
1.31464e+09;42.909;0
1.33405e+09;42.8886;0
1.35375e+09;42.8878;0
1.37373e+09;42.8255;0
1.39401e+09;42.8083;0
1.41459e+09;42.816;0
1.43548e+09;42.7483;0
1.45667e+09;42.7311;0
1.47818e+09;42.7242;0
1.5e+09;42.6818;0
