"frequency";"r S21_dB";"i S21_dB"
1.43782e+08;43.4103;0
1.45905e+08;43.3703;0
1.48059e+08;43.328;0
1.50245e+08;43.2851;0
1.52463e+08;43.2534;0
1.54714e+08;43.219;0
1.56998e+08;43.1818;0
1.59316e+08;43.1413;0
1.61668e+08;43.1011;0
1.64055e+08;43.0586;0
1.66477e+08;43.0117;0
1.68935e+08;42.9599;0
1.71429e+08;42.8995;0
1.7396e+08;42.8305;0
1.76528e+08;42.7543;0
1.79134e+08;42.6701;0
1.81779e+08;42.5768;0
1.84463e+08;42.473;0
1.87186e+08;42.3571;0
1.8995e+08;42.2273;0
1.92754e+08;42.0671;0
1.956e+08;41.8877;0
1.98488e+08;41.6864;0
2.01418e+08;41.4572;0
2.04392e+08;41.1956;0
2.07409e+08;40.8981;0
2.10471e+08;40.5598;0
2.13579e+08;40.1804;0
2.16732e+08;39.7402;0
2.19932e+08;39.2266;0
2.23179e+08;38.6336;0
2.26474e+08;37.9335;0
2.29817e+08;37.1044;0
2.3321e+08;36.1204;0
2.36653e+08;34.9707;0
2.40147e+08;33.677;0
2.43692e+08;32.3766;0
2.4729e+08;31.4125;0
2.50941e+08;31.312;0
2.54646e+08;32.2221;0
2.58406e+08;33.7008;0
2.62221e+08;35.2587;0
2.66092e+08;36.675;0
2.7002e+08;37.8948;0
2.74007e+08;38.9337;0
2.78052e+08;39.7975;0
2.82157e+08;40.5143;0
2.86323e+08;41.1057;0
2.9055e+08;41.5869;0
2.9484e+08;41.9768;0
2.99193e+08;42.2826;0
3.0361e+08;42.513;0
3.08092e+08;42.6728;0
3.12641e+08;42.752;0
3.17257e+08;42.7508;0
3.2194e+08;42.6661;0
3.26693e+08;42.483;0
3.31517e+08;42.1917;0
3.36411e+08;41.7678;0
3.41378e+08;41.1649;0
3.46418e+08;40.3342;0
3.51532e+08;39.1984;0
3.56722e+08;37.6778;0
3.61988e+08;35.713;0
3.67333e+08;33.409;0
3.72756e+08;31.5208;0
3.78259e+08;31.5875;0
3.83844e+08;33.295;0
3.89511e+08;35.1835;0
3.95261e+08;36.7686;0
4.01097e+08;38.0113;0
4.07018e+08;38.9856;0
4.13028e+08;39.7513;0
4.19125e+08;40.3605;0
4.25313e+08;40.859;0
4.31592e+08;41.2643;0
4.37964e+08;41.586;0
4.4443e+08;41.834;0
4.50992e+08;42.0349;0
4.5765e+08;42.2305;0
4.64406e+08;42.4156;0
4.71263e+08;42.5861;0
4.7822e+08;42.7321;0
4.85281e+08;42.8782;0
4.92445e+08;43.0006;0
4.99716e+08;43.0809;0
5.07093e+08;43.1149;0
5.1458e+08;43.1537;0
5.22177e+08;43.201;0
5.29886e+08;43.2569;0
5.37709e+08;43.2951;0
5.45648e+08;43.3526;0
