"frequency";"r S21_phase";"i S21_phase"
2.13579e+08;-226.601;0
2.16732e+08;-227.901;0
2.19932e+08;-229.221;0
2.23179e+08;-230.619;0
2.26474e+08;-231.981;0
2.29817e+08;-233.247;0
2.3321e+08;-234.277;0
2.36653e+08;-234.966;0
2.40147e+08;-235.071;0
2.43692e+08;-234.188;0
2.4729e+08;-231.63;0
2.50941e+08;-226.314;0
2.54646e+08;-216.83;0
2.58406e+08;-202.559;0
2.62221e+08;-186.494;0
2.66092e+08;-173.826;0
2.7002e+08;-166.499;0
2.74007e+08;-163.426;0
2.78052e+08;-163.175;0
2.82157e+08;-164.719;0
2.86323e+08;-167.405;0
2.9055e+08;-170.812;0
2.9484e+08;-174.667;0
2.99193e+08;-178.851;0
3.0361e+08;-183.293;0
3.08092e+08;-187.937;0
3.12641e+08;-192.781;0
3.17257e+08;-197.813;0
3.2194e+08;-202.993;0
3.26693e+08;-208.275;0
3.31517e+08;-213.569;0
3.36411e+08;-218.648;0
3.41378e+08;-223.108;0
3.46418e+08;-226.153;0
3.51532e+08;-226.226;0
3.56722e+08;-220.466;0
3.61988e+08;-205.112;0
3.67333e+08;-182.896;0
3.72756e+08;-166.266;0
3.78259e+08;-158.492;0
3.83844e+08;-155.884;0
3.89511e+08;-155.805;0
3.95261e+08;-156.916;0
4.01097e+08;-158.604;0
4.07018e+08;-160.591;0
4.13028e+08;-162.617;0
4.19125e+08;-164.595;0
4.25313e+08;-166.521;0
4.31592e+08;-168.404;0
4.37964e+08;-170.298;0
4.4443e+08;-172.036;0
4.50992e+08;-173.648;0
4.5765e+08;-175.12;0
4.64406e+08;-176.628;0
4.71263e+08;-178.12;0
4.7822e+08;-179.508;0
4.85281e+08;-180.833;0
4.92445e+08;-182.168;0
4.99716e+08;-183.578;0
5.07093e+08;-184.855;0
5.1458e+08;-185.985;0
5.22177e+08;-187.011;0
5.29886e+08;-187.996;0
5.37709e+08;-189.065;0
5.45648e+08;-190.072;0
5.53703e+08;-191.11;0
5.61878e+08;-192.225;0
5.70174e+08;-193.358;0
5.78591e+08;-194.349;0
5.87134e+08;-195.322;0
5.95802e+08;-196.259;0
6.04598e+08;-197.146;0
6.13524e+08;-198.018;0
6.22582e+08;-198.943;0
6.31774e+08;-199.906;0
6.41101e+08;-200.796;0
6.50566e+08;-201.681;0
6.60171e+08;-202.547;0
6.69917e+08;-203.35;0
6.79808e+08;-204.25;0
6.89844e+08;-205.248;0
7.00029e+08;-206.164;0
7.10364e+08;-207.118;0
7.20851e+08;-208.016;0
7.31494e+08;-208.714;0
7.42293e+08;-209.527;0
7.53252e+08;-210.372;0
7.64373e+08;-211.243;0
7.75658e+08;-212.197;0
7.87109e+08;-213.031;0
7.9873e+08;-213.933;0
8.10522e+08;-214.873;0
8.22489e+08;-215.768;0
8.34631e+08;-216.722;0
8.46954e+08;-217.545;0
8.59458e+08;-218.325;0
8.72147e+08;-219.204;0
8.85023e+08;-220.047;0
8.98089e+08;-221.098;0
9.11348e+08;-222.09;0
9.24803e+08;-223.087;0
9.38456e+08;-223.932;0
9.52311e+08;-224.825;0
9.66371e+08;-225.773;0
9.80638e+08;-226.631;0
9.95116e+08;-227.527;0
1.00981e+09;-228.442;0
1.02472e+09;-229.5;0
1.03984e+09;-230.498;0
1.0552e+09;-231.436;0
1.07078e+09;-232.393;0
1.08658e+09;-233.443;0
1.10263e+09;-234.401;0
1.1189e+09;-235.241;0
1.13542e+09;-236.19;0
1.15219e+09;-237.412;0
1.1692e+09;-238.565;0
1.18646e+09;-239.377;0
1.20398e+09;-240.384;0
1.22175e+09;-241.447;0
1.23979e+09;-242.554;0
1.25809e+09;-243.56;0
1.27667e+09;-244.72;0
1.29551e+09;-245.833;0
1.31464e+09;-246.897;0
1.33405e+09;-247.958;0
1.35375e+09;-249.144;0
1.37373e+09;-250.226;0
1.39401e+09;-251.311;0
1.41459e+09;-252.526;0
1.43548e+09;-253.685;0
1.45667e+09;-254.795;0
1.47818e+09;-256.027;0
1.5e+09;-257.221;0
