"frequency";"r S21_phase";"i S21_phase"
1.08836e+08;-194.37;0
1.10443e+08;-194.627;0
1.12073e+08;-194.861;0
1.13728e+08;-195.102;0
1.15407e+08;-195.349;0
1.17111e+08;-195.603;0
1.1884e+08;-195.864;0
1.20594e+08;-196.123;0
1.22375e+08;-196.372;0
1.24181e+08;-196.628;0
1.26015e+08;-196.891;0
1.27875e+08;-197.164;0
1.29763e+08;-197.444;0
1.31679e+08;-197.781;0
1.33623e+08;-198.135;0
1.35596e+08;-198.499;0
1.37598e+08;-198.875;0
1.39629e+08;-199.263;0
1.4169e+08;-199.62;0
1.43782e+08;-199.979;0
1.45905e+08;-200.352;0
1.48059e+08;-200.74;0
1.50245e+08;-201.142;0
1.52463e+08;-201.557;0
1.54714e+08;-201.989;0
1.56998e+08;-202.44;0
1.59316e+08;-202.911;0
1.61668e+08;-203.471;0
1.64055e+08;-204.083;0
1.66477e+08;-204.721;0
1.68935e+08;-205.387;0
1.71429e+08;-206.051;0
1.7396e+08;-206.725;0
1.76528e+08;-207.432;0
1.79134e+08;-208.175;0
1.81779e+08;-208.952;0
1.84463e+08;-209.769;0
1.87186e+08;-210.63;0
1.8995e+08;-211.54;0
1.92754e+08;-212.537;0
1.956e+08;-213.59;0
1.98488e+08;-214.703;0
2.01418e+08;-215.853;0
2.04392e+08;-217.04;0
2.07409e+08;-218.294;0
2.10471e+08;-219.612;0
2.13579e+08;-220.965;0
2.16732e+08;-222.38;0
2.19932e+08;-223.844;0
2.23179e+08;-225.418;0
2.26474e+08;-226.988;0
2.29817e+08;-228.493;0
2.3321e+08;-229.79;0
2.36653e+08;-230.765;0
2.40147e+08;-231.16;0
2.43692e+08;-230.553;0
2.4729e+08;-228.227;0
2.50941e+08;-223.065;0
2.54646e+08;-213.614;0
2.58406e+08;-199.213;0
2.62221e+08;-182.812;0
2.66092e+08;-169.568;0
2.7002e+08;-161.403;0
2.74007e+08;-157.222;0
2.78052e+08;-155.596;0
2.82157e+08;-155.515;0
2.86323e+08;-156.342;0
2.9055e+08;-157.674;0
2.9484e+08;-159.252;0
2.99193e+08;-160.962;0
3.0361e+08;-162.731;0
3.08092e+08;-164.493;0
3.12641e+08;-166.229;0
3.17257e+08;-167.916;0
3.2194e+08;-169.517;0
3.26693e+08;-171.022;0
3.31517e+08;-172.448;0
3.36411e+08;-173.787;0
3.41378e+08;-175.075;0
3.46418e+08;-176.342;0
3.51532e+08;-177.543;0
3.56722e+08;-178.67;0
3.61988e+08;-179.744;0
3.67333e+08;-180.764;0
3.72756e+08;-181.813;0
3.78259e+08;-182.895;0
3.83844e+08;-183.879;0
3.89511e+08;-184.803;0
3.95261e+08;-185.685;0
4.01097e+08;-186.552;0
4.07018e+08;-187.454;0
4.13028e+08;-188.29;0
4.19125e+08;-189.061;0
4.25313e+08;-189.8;0
4.31592e+08;-190.55;0
4.37964e+08;-191.378;0
4.4443e+08;-192.12;0
4.50992e+08;-192.807;0
4.5765e+08;-193.435;0
4.64406e+08;-194.151;0
4.71263e+08;-194.899;0
4.7822e+08;-195.582;0
4.85281e+08;-196.241;0
4.92445e+08;-196.948;0
4.99716e+08;-197.769;0
5.07093e+08;-198.502;0
5.1458e+08;-199.137;0
5.22177e+08;-199.71;0
5.29886e+08;-200.277;0
5.37709e+08;-200.946;0
5.45648e+08;-201.56;0
5.53703e+08;-202.215;0
5.61878e+08;-202.958;0
5.70174e+08;-203.735;0
5.78591e+08;-204.399;0
5.87134e+08;-205.073;0
5.95802e+08;-205.732;0
6.04598e+08;-206.354;0
6.13524e+08;-206.967;0
6.22582e+08;-207.635;0
6.31774e+08;-208.356;0
6.41101e+08;-209.019;0
6.50566e+08;-209.688;0
6.60171e+08;-210.352;0
6.69917e+08;-210.956;0
6.79808e+08;-211.658;0
6.89844e+08;-212.463;0
7.00029e+08;-213.191;0
7.10364e+08;-213.972;0
7.20851e+08;-214.706;0
7.31494e+08;-215.252;0
7.42293e+08;-215.913;0
7.53252e+08;-216.609;0
7.64373e+08;-217.335;0
7.75658e+08;-218.149;0
7.87109e+08;-218.852;0
7.9873e+08;-219.626;0
8.10522e+08;-220.436;0
8.22489e+08;-221.199;0
8.34631e+08;-222.033;0
8.46954e+08;-222.753;0
8.59458e+08;-223.44;0
8.72147e+08;-224.215;0
8.85023e+08;-224.939;0
8.98089e+08;-225.872;0
9.11348e+08;-226.767;0
9.24803e+08;-227.685;0
9.38456e+08;-228.445;0
9.52311e+08;-229.239;0
9.66371e+08;-230.092;0
9.80638e+08;-230.872;0
9.95116e+08;-231.699;0
1.00981e+09;-232.527;0
1.02472e+09;-233.49;0
1.03984e+09;-234.416;0
1.0552e+09;-235.297;0
1.07078e+09;-236.183;0
1.08658e+09;-237.145;0
1.10263e+09;-238.037;0
1.1189e+09;-238.83;0
1.13542e+09;-239.705;0
1.15219e+09;-240.844;0
1.1692e+09;-241.94;0
1.18646e+09;-242.713;0
1.20398e+09;-243.659;0
1.22175e+09;-244.649;0
1.23979e+09;-245.7;0
1.25809e+09;-246.653;0
1.27667e+09;-247.757;0
1.29551e+09;-248.825;0
1.31464e+09;-249.841;0
1.33405e+09;-250.842;0
1.35375e+09;-251.978;0
1.37373e+09;-253.021;0
1.39401e+09;-254.059;0
1.41459e+09;-255.226;0
1.43548e+09;-256.343;0
1.45667e+09;-257.406;0
1.47818e+09;-258.594;0
1.5e+09;-259.75;0
