"frequency";"r S21_dB";"i S21_dB"
2.04392e+08;41.9036;0
2.07409e+08;41.6963;0
2.10471e+08;41.464;0
2.13579e+08;41.2096;0
2.16732e+08;40.918;0
2.19932e+08;40.5818;0
2.23179e+08;40.2012;0
2.26474e+08;39.7562;0
2.29817e+08;39.2324;0
2.3321e+08;38.6089;0
2.36653e+08;37.8679;0
2.40147e+08;36.9855;0
2.43692e+08;35.9478;0
2.4729e+08;34.7312;0
2.50941e+08;33.3717;0
2.54646e+08;32.0539;0
2.58406e+08;31.2696;0
2.62221e+08;31.5475;0
2.66092e+08;32.7837;0
2.7002e+08;34.3885;0
2.74007e+08;35.9631;0
2.78052e+08;37.346;0
2.82157e+08;38.5176;0
2.86323e+08;39.494;0
2.9055e+08;40.2975;0
2.9484e+08;40.958;0
2.99193e+08;41.4929;0
3.0361e+08;41.9206;0
3.08092e+08;42.2558;0
3.12641e+08;42.4971;0
3.17257e+08;42.6543;0
3.2194e+08;42.7338;0
3.26693e+08;42.7317;0
3.31517e+08;42.6517;0
3.36411e+08;42.4856;0
3.41378e+08;42.207;0
3.46418e+08;41.7908;0
3.51532e+08;41.1866;0
3.56722e+08;40.3382;0
3.61988e+08;39.1758;0
3.67333e+08;37.616;0
3.72756e+08;35.562;0
3.78259e+08;33.1543;0
3.83844e+08;31.3659;0
3.89511e+08;31.7727;0
3.95261e+08;33.6639;0
4.01097e+08;35.5765;0
4.07018e+08;37.1269;0
4.13028e+08;38.3271;0
4.19125e+08;39.2565;0
4.25313e+08;39.9919;0
4.31592e+08;40.5743;0
4.37964e+08;41.0302;0
4.4443e+08;41.381;0
4.50992e+08;41.6617;0
4.5765e+08;41.9202;0
4.64406e+08;42.1558;0
4.71263e+08;42.3669;0
4.7822e+08;42.546;0
4.85281e+08;42.7191;0
4.92445e+08;42.8636;0
4.99716e+08;42.9623;0
5.07093e+08;43.0115;0
5.1458e+08;43.0631;0
5.22177e+08;43.1213;0
5.29886e+08;43.1865;0
5.37709e+08;43.2331;0
5.45648e+08;43.2978;0
5.53703e+08;43.3708;0
5.61878e+08;43.4299;0
5.70174e+08;43.4395;0
5.78591e+08;43.4627;0
5.87134e+08;43.5067;0
5.95802e+08;43.5318;0
6.04598e+08;43.548;0
6.13524e+08;43.5668;0
6.22582e+08;43.5754;0
6.31774e+08;43.5575;0
6.41101e+08;43.5463;0
6.50566e+08;43.56;0
6.60171e+08;43.565;0
6.69917e+08;43.5758;0
6.79808e+08;43.5907;0
6.89844e+08;43.5676;0
7.00029e+08;43.5585;0
7.10364e+08;43.5814;0
7.20851e+08;43.5885;0
7.31494e+08;43.5838;0
7.42293e+08;43.5708;0
7.53252e+08;43.5465;0
7.64373e+08;43.5357;0
7.75658e+08;43.5443;0
7.87109e+08;43.5478;0
7.9873e+08;43.5496;0
8.10522e+08;43.5137;0
8.22489e+08;43.5027;0
8.34631e+08;43.5232;0
8.46954e+08;43.5276;0
8.59458e+08;43.5248;0
8.72147e+08;43.5051;0
8.85023e+08;43.4847;0
8.98089e+08;43.5184;0
9.11348e+08;43.5301;0
9.24803e+08;43.482;0
9.38456e+08;43.4216;0
9.52311e+08;43.4011;0
9.66371e+08;43.4165;0
9.80638e+08;43.4141;0
9.95116e+08;43.3643;0
1.00981e+09;43.324;0
1.02472e+09;43.3422;0
1.03984e+09;43.3435;0
1.0552e+09;43.2699;0
1.07078e+09;43.2169;0
1.08658e+09;43.2333;0
1.10263e+09;43.2426;0
1.1189e+09;43.1812;0
1.13542e+09;43.1423;0
1.15219e+09;43.1653;0
1.1692e+09;43.1623;0
1.18646e+09;43.0857;0
1.20398e+09;43.0543;0
1.22175e+09;43.0817;0
1.23979e+09;43.0532;0
1.25809e+09;43.0457;0
1.27667e+09;43.0706;0
1.29551e+09;43.0411;0
1.31464e+09;42.9797;0
1.33405e+09;42.9567;0
1.35375e+09;42.9552;0
1.37373e+09;42.891;0
1.39401e+09;42.8711;0
1.41459e+09;42.8768;0
1.43548e+09;42.8072;0
1.45667e+09;42.7879;0
1.47818e+09;42.7797;0
1.5e+09;42.7357;0
