"frequency";"r S21_phase";"i S21_phase"
6.22582e+08;-198.798;0
6.31774e+08;-199.773;0
6.41101e+08;-200.673;0
6.50566e+08;-201.567;0
6.60171e+08;-202.442;0
6.69917e+08;-203.253;0
6.79808e+08;-204.161;0
6.89844e+08;-205.166;0
7.00029e+08;-206.088;0
7.10364e+08;-207.048;0
7.20851e+08;-207.95;0
7.31494e+08;-208.653;0
7.42293e+08;-209.47;0
7.53252e+08;-210.319;0
7.64373e+08;-211.194;0
7.75658e+08;-212.151;0
7.87109e+08;-212.988;0
7.9873e+08;-213.893;0
8.10522e+08;-214.836;0
8.22489e+08;-215.733;0
8.34631e+08;-216.689;0
8.46954e+08;-217.514;0
8.59458e+08;-218.296;0
8.72147e+08;-219.177;0
8.85023e+08;-220.022;0
8.98089e+08;-221.075;0
9.11348e+08;-222.068;0
9.24803e+08;-223.067;0
9.38456e+08;-223.912;0
9.52311e+08;-224.807;0
9.66371e+08;-225.756;0
9.80638e+08;-226.615;0
9.95116e+08;-227.512;0
1.00981e+09;-228.428;0
1.02472e+09;-229.487;0
1.03984e+09;-230.485;0
1.0552e+09;-231.424;0
1.07078e+09;-232.382;0
1.08658e+09;-233.433;0
1.10263e+09;-234.391;0
1.1189e+09;-235.232;0
1.13542e+09;-236.181;0
1.15219e+09;-237.403;0
1.1692e+09;-238.557;0
1.18646e+09;-239.37;0
1.20398e+09;-240.377;0
1.22175e+09;-241.44;0
1.23979e+09;-242.548;0
1.25809e+09;-243.554;0
1.27667e+09;-244.714;0
1.29551e+09;-245.827;0
1.31464e+09;-246.892;0
1.33405e+09;-247.953;0
1.35375e+09;-249.14;0
1.37373e+09;-250.222;0
1.39401e+09;-251.307;0
1.41459e+09;-252.522;0
1.43548e+09;-253.682;0
1.45667e+09;-254.791;0
1.47818e+09;-256.024;0
1.5e+09;-257.217;0
