"frequency";"r S21_phase";"i S21_phase"
2.23543e+07;-184.186;0
2.26843e+07;-184.212;0
2.30193e+07;-184.239;0
2.33591e+07;-184.266;0
2.3704e+07;-184.293;0
2.40539e+07;-184.321;0
2.44091e+07;-184.349;0
2.47694e+07;-184.377;0
2.51351e+07;-184.406;0
2.55062e+07;-184.435;0
2.58828e+07;-184.465;0
2.62649e+07;-184.495;0
2.66526e+07;-184.526;0
2.70461e+07;-184.557;0
2.74454e+07;-184.589;0
2.78506e+07;-184.621;0
2.82618e+07;-184.653;0
2.86791e+07;-184.686;0
2.91025e+07;-184.72;0
2.95321e+07;-184.754;0
2.99681e+07;-184.789;0
3.04106e+07;-184.832;0
3.08595e+07;-184.875;0
3.13151e+07;-184.92;0
3.17775e+07;-184.965;0
3.22466e+07;-185.011;0
3.27227e+07;-185.057;0
3.32058e+07;-185.105;0
3.3696e+07;-185.153;0
3.41935e+07;-185.202;0
3.46983e+07;-185.251;0
3.52106e+07;-185.302;0
3.57305e+07;-185.353;0
3.6258e+07;-185.405;0
3.67933e+07;-185.458;0
3.73365e+07;-185.512;0
3.78877e+07;-185.567;0
3.84471e+07;-185.623;0
3.90147e+07;-185.68;0
3.95907e+07;-185.737;0
4.01752e+07;-185.821;0
4.07683e+07;-185.965;0
4.13702e+07;-186.112;0
4.1981e+07;-186.26;0
4.26008e+07;-186.412;0
4.32297e+07;-186.565;0
4.3868e+07;-186.721;0
4.45156e+07;-186.879;0
4.51728e+07;-187.04;0
4.58397e+07;-187.203;0
4.65165e+07;-187.369;0
4.72033e+07;-187.538;0
4.79001e+07;-187.709;0
4.86073e+07;-187.883;0
4.9325e+07;-188.06;0
5.00532e+07;-188.233;0
5.07921e+07;-188.316;0
5.1542e+07;-188.4;0
5.2303e+07;-188.486;0
5.30752e+07;-188.573;0
5.38587e+07;-188.662;0
5.46539e+07;-188.752;0
5.54608e+07;-188.844;0
5.62796e+07;-188.938;0
5.71105e+07;-189.034;0
5.79536e+07;-189.131;0
5.88092e+07;-189.23;0
5.96775e+07;-189.33;0
6.05585e+07;-189.434;0
6.14526e+07;-189.539;0
6.23599e+07;-189.646;0
