"frequency";"r S21_dB";"i S21_dB"
6.89844e+08;43.5824;0
7.00029e+08;43.572;0
7.10364e+08;43.5938;0
7.20851e+08;43.5999;0
7.31494e+08;43.5943;0
7.42293e+08;43.5804;0
7.53252e+08;43.5553;0
7.64373e+08;43.5438;0
7.75658e+08;43.5517;0
7.87109e+08;43.5547;0
7.9873e+08;43.5559;0
8.10522e+08;43.5196;0
8.22489e+08;43.508;0
8.34631e+08;43.5282;0
8.46954e+08;43.5323;0
8.59458e+08;43.5291;0
8.72147e+08;43.5091;0
8.85023e+08;43.4883;0
8.98089e+08;43.5218;0
9.11348e+08;43.5333;0
9.24803e+08;43.485;0
9.38456e+08;43.4243;0
9.52311e+08;43.4037;0
9.66371e+08;43.4189;0
9.80638e+08;43.4163;0
9.95116e+08;43.3664;0
1.00981e+09;43.326;0
1.02472e+09;43.344;0
1.03984e+09;43.3453;0
1.0552e+09;43.2715;0
1.07078e+09;43.2184;0
1.08658e+09;43.2347;0
1.10263e+09;43.244;0
1.1189e+09;43.1825;0
1.13542e+09;43.1434;0
1.15219e+09;43.1664;0
1.1692e+09;43.1633;0
1.18646e+09;43.0867;0
1.20398e+09;43.0552;0
1.22175e+09;43.0825;0
1.23979e+09;43.054;0
1.25809e+09;43.0465;0
1.27667e+09;43.0713;0
1.29551e+09;43.0418;0
1.31464e+09;42.9803;0
1.33405e+09;42.9573;0
1.35375e+09;42.9557;0
1.37373e+09;42.8915;0
1.39401e+09;42.8716;0
1.41459e+09;42.8773;0
1.43548e+09;42.8076;0
1.45667e+09;42.7883;0
1.47818e+09;42.78;0
1.5e+09;42.736;0
