"Source Name","Association","RA","Dec","Classification (code)","TEV Cat","TEV Association"
"3FGL J0258.9+0552","","44.7397","5.8759","","N",""
"3FGL J0259.5+0746","PKS 0256+075","44.8778","7.7766","fsrq","N",""
"3FGL J0301.4-1652","PMN J0301-1652","45.3713","-16.8687","bcu","N",""
"3FGL J0301.8-7157","PKS 0301-721","45.4609","-71.9517","bcu","N",""
"3FGL J0301.8-2721","NVSS J030158-272754","45.4716","-27.3611","bcu","N",""
"3FGL J0302.0+5335","GB6 J0302+5331","45.5217","53.5983","bcu","N",""
"3FGL J0302.5-7915","PMN J0303-7914","45.6452","-79.2544","fsrq","N",""
"3FGL J0303.0+3150","B2 0259+31","45.7541","31.8351","bcu","N",""
"3FGL J0303.4-2407","PKS 0301-243","45.871","-24.1226","BLL","P","PKS 0301-243"
"3FGL J0303.6+4716","4C +47.08","45.9209","47.2682","bll","N",""
"3FGL J0303.7-6211","PKS 0302-623","45.9312","-62.1836","fsrq","N",""
"3FGL J0304.3-2836","RBS 0385","46.0811","-28.6089","bll","N",""
"3FGL J0304.9+6817","TXS 0259+681","46.233","68.2975","bcu","N",""
"3FGL J0305.2-1607","PKS 0302-16","46.3044","-16.1201","bcu","N",""
"3FGL J0307.3+4916","","46.8433","49.2704","","N",""
"3FGL J0308.0+7442","PSR J0307+7443","47.0184","74.7075","PSR","N",""
"3FGL J0308.4-2852","","47.103","-28.8734","","N",""
"3FGL J0308.6+0408","NGC 1218","47.1574","4.1357","rdg","N",""
"3FGL J0309.0+1029","PKS 0306+102","47.2586","10.498","fsrq","N",""
"3FGL J0309.5-0749","NVSS J030943-074427","47.3832","-7.8176","bll","N",""
"3FGL J0309.9-6057","PKS 0308-611","47.478","-60.9628","fsrq","N",""
"3FGL J0310.4-5015","1RXS J031036.0-501615","47.6207","-50.2572","bcu","N",""
"3FGL J0310.8+3814","B3 0307+380","47.7094","38.2374","fsrq","N",""
"3FGL J0312.1-0921","","48.0408","-9.3593","","N",""
"3FGL J0312.7-2222","","48.1757","-22.3709","","N",""
"3FGL J0312.7+2011","","48.1906","20.1897","","N",""
"3FGL J0312.7+0133","PKS 0310+013","48.1936","1.5607","fsrq","N",""
"3FGL J0312.7+3613","V Zw 326","48.1943","36.2317","bll","N",""
"3FGL J0314.3-5103","PMN J0314-5104","48.5786","-51.0612","bll","N",""
"3FGL J0315.5-1026","PKS 0313-107","48.8967","-10.4382","fsrq","N",""
"3FGL J0316.1+0904","GB6 J0316+0904","49.0419","9.0773","bll","N",""
"3FGL J0316.1-2611","RBS 0405","49.0477","-26.1936","bll","N",""
"3FGL J0316.2-6436","SUMSS J031614-643732","49.0501","-64.6068","bll","N",""
"3FGL J0316.6+4119","IC 310","49.1649","41.3295","rdg","P","IC 310"
"3FGL J0318.1+0252","","49.5362","2.8695","","N",""
"3FGL J0318.7+2134","MG3 J031849+2135","49.6887","21.5825","bcu","N",""
"3FGL J0319.8+4130","NGC 1275","49.9586","41.5137","RDG","P","NGC 1275"
"3FGL J0319.8+1847","RBS 0413","49.9689","18.7868","bll","P","RBS 0413"
"3FGL J0322.0+2335","MG3 J032201+2336","50.5148","23.5933","bll","N",""
"3FGL J0322.5-3721","","50.6426","-37.3584","","N",""
"3FGL J0323.6-0109","1RXS J032342.6-011131","50.9076","-1.1526","bll","N",""
"3FGL J0323.7-6038","","50.943","-60.6398","","N",""
"3FGL J0324.5-1315","","51.1467","-13.2558","","N",""
"3FGL J0325.2+3410","1H 0323+342","51.3135","34.1708","nlsy1","N",""
"3FGL J0325.2-5634","1RXS J032521.8-563543","51.3226","-56.5693","bll","N",""
"3FGL J0325.5+2223","TXS 0322+222","51.3995","22.3987","fsrq","N",""
"3FGL J0325.6-1648","RBS 0421","51.4102","-16.8017","bll","N",""
"3FGL J0326.0-1842","PMN J0325-1843","51.5082","-18.7043","bcu","N",""
"3FGL J0326.2+0225","1H 0323+022","51.5554","2.4178","bll","N",""
"3FGL J0327.4+5828c","","51.8689","58.477","","N",""
"3FGL J0330.6+0437","","52.6652","4.6256","","N",""
"3FGL J0331.3-6155","PMN J0331-6155","52.8359","-61.928","bcu","N",""
"3FGL J0332.0+6308","GB6 J0331+6307","53.0012","63.1478","bcu","N",""
"3FGL J0332.4+6110","","53.1208","61.1701","","N",""
"3FGL J0332.4+4644","","53.1234","46.7358","","N",""
"3FGL J0333.4+7853","NVSS J033344+785027","53.36","78.8897","bcu","N",""
"3FGL J0333.4+4003","B3 0330+399","53.3684","40.0519","bcu","N",""
"3FGL J0333.6+0233","","53.4123","2.5635","","N",""
"3FGL J0333.6+2916","TXS 0330+291","53.4192","29.2716","bll","N",""
"3FGL J0333.9+6538","TXS 0329+654","53.4862","65.6376","bll","N",""
"3FGL J0334.2+3915","4C +39.12","53.5544","39.2504","rdg","N",""
"3FGL J0334.3-4008","PKS 0332-403","53.577","-40.1478","bll","N",""
"3FGL J0334.3-3726","PMN J0334-3725","53.582","-37.4441","bll","N",""
"3FGL J0335.3-4459","1RXS J033514.5-445929","53.8297","-44.9983","bll","N",""
"3FGL J0336.1+7500","","54.0439","75.0153","","N",""
"3FGL J0336.5+3210","NRAO 140","54.1324","32.1669","fsrq","N",""
"3FGL J0336.9-3622","PKS 0335-364","54.248","-36.3829","fsrq","N",""
"3FGL J0336.9-1304","PKS 0334-131","54.2497","-13.0724","fsrq","N",""
"3FGL J0338.1-2443","1RXS J033810.1-244337","54.5339","-24.7257","bll","N",""
"3FGL J0338.5+1303","RX J0338.4+1302","54.6313","13.0659","bcu","N",""
"3FGL J0339.2-1738","PKS 0336-177","54.8023","-17.6448","bcu","N",""
"3FGL J0339.5-0146","PKS 0336-01","54.8826","-1.7731","fsrq","N",""
"3FGL J0340.3+4130","PSR J0340+4130","55.0904","41.5087","PSR","N",""
"3FGL J0340.4+5302","","55.1005","53.0484","","N",""
"3FGL J0340.4-2423","","55.1044","-24.3871","","N",""
"3FGL J0340.5-2119","PKS 0338-214","55.1406","-21.3215","bll","N",""
"3FGL J0342.2+3857","GB6 J0342+3858","55.5678","38.9591","fsrq","N",""
"3FGL J0342.3+3148c","","55.5763","31.8091","","N",""
"3FGL J0342.6-3006","PKS 0340-302","55.6601","-30.1115","bcu","N",""
"3FGL J0342.8+1321","","55.7109","13.3623","","N",""
"3FGL J0343.2-2534","PKS 0341-256","55.8245","-25.5675","fsrq","N",""
"3FGL J0343.3-6443","PMN J0343-6442","55.8275","-64.7242","bcu","N",""
"3FGL J0343.3+3622","OE 367","55.8497","36.3725","bcu","N",""
"3FGL J0345.1-2353","NVSS J034518-235218","56.2942","-23.8862","bll","N",""
"3FGL J0345.3+3236","","56.3499","32.6015","","N",""
"3FGL J0348.1+4431","","57.0475","44.5292","","N",""
"3FGL J0348.4+6039","","57.105","60.6634","","N",""
"3FGL J0348.6-2748","PKS 0346-27","57.1711","-27.8052","fsrq","N",""
"3FGL J0348.7-1606","PKS 0346-163","57.1753","-16.1088","bll","N",""
"3FGL J0349.2-1158","1ES 0347-121","57.3092","-11.978","bll","P","1ES 0347-121"
"3FGL J0349.9-2102","PKS 0347-211","57.4778","-21.0486","fsrq","N",""
"3FGL J0351.0-2816","","57.769","-28.2767","","N",""
"3FGL J0351.1+0128","TXS 0348+013","57.778","1.4675","ssrq","N",""
"3FGL J0351.4-3248","","57.8537","-32.8005","","N",""
"3FGL J0352.9+5655","GB6 J0353+5654","58.2368","56.9213","bcu","N",""
"3FGL J0353.0-3622","XRS J0353-3623","58.2647","-36.3755","bll","N",""
"3FGL J0353.0-6831","PKS 0352-686","58.273","-68.5172","bll","N",""
"3FGL J0354.1+4643","B3 0350+465","58.531","46.718","bcu","N",""
"3FGL J0354.6+8011","S5 0346+80","58.6599","80.1897","bll","N",""
"3FGL J0356.3-6948","PMN J0357-6948","59.0929","-69.8128","bcu","N",""
"3FGL J0357.1+2325","MG3 J035721+2319","59.28","23.4228","bcu","N",""
"3FGL J0357.1-4957","PKS 0355-500","59.2802","-49.9504","bll","N",""
"3FGL J0357.9+3206","LAT PSR J0357+3205","59.4799","32.1063","PSR","N",""
"3FGL J0358.7+0633","PMN J0358+0629","59.6889","6.5646","bcu","N",""
"3FGL J0358.8+6002","TXS 0354+599","59.7126","60.0399","fsrq","N",""
"3FGL J0359.3-2612","PKS 0357-264","59.8371","-26.2032","bll","N",""
"3FGL J0359.5+5413","","59.8811","54.222","","N",""
"3FGL J0359.7+7649","","59.935","76.8313","","N",""
"3FGL J0401.0-5359","","60.2591","-53.9863","","N",""
"3FGL J0401.4+2109","TXS 0358+210","60.3688","21.1555","fsrq","N",""
"3FGL J0401.8-3144","PKS 0400-319","60.4582","-31.7483","fsrq","N",""
"3FGL J0402.1-2618","PKS 0359-264","60.5495","-26.3035","bll","N",""
"3FGL J0402.7+2616","","60.6756","26.2696","","N",""
"3FGL J0403.7-2442","TXS 0401-248","60.9336","-24.7119","fsrq","N",""
"3FGL J0403.9-3604","PKS 0402-362","60.9938","-36.0772","FSRQ","N",""
"3FGL J0405.5-1307","PKS 0403-13","61.3976","-13.1234","fsrq","N",""
"3FGL J0407.1-3825","PKS 0405-385","61.7958","-38.42","fsrq","N",""
"3FGL J0407.5+0740","TXS 0404+075","61.8866","7.6715","bll","N",""
"3FGL J0409.4+3158","NVSS J040928+320245","62.3712","31.9733","bcu","N",""
"3FGL J0409.8-0358","NVSS J040946-040003","62.4571","-3.9677","bll","N",""
"3FGL J0412.0+0229","","63.0244","2.496","","N",""
"3FGL J0413.6-5334","PMN J0413-5332","63.401","-53.5809","fsrq","N",""
"3FGL J0414.9-0840","","63.7337","-8.6745","","N",""
"3FGL J0415.7-4351","","63.9408","-43.8649","","N",""
"3FGL J0416.6-1850","PKS 0414-189","64.1592","-18.8408","fsrq","N",""
"3FGL J0416.8+0104","1ES 0414+009","64.2226","1.0774","bll","P","1ES 0414+009"
"3FGL J0418.0-0251","PKS B0415-029","64.5241","-2.8518","bcu","N",""
"3FGL J0418.2+3412","","64.5738","34.2087","","N",""
"3FGL J0418.5+3813c","3C 111","64.6401","38.2207","rdg","N",""
"3FGL J0419.1+6636","","64.7782","66.6049","","N",""
"3FGL J0420.4+1448","","65.1137","14.8095","","N",""
"3FGL J0420.4-6013","","65.1198","-60.227","","N",""
"3FGL J0420.6-3742","","65.1642","-37.7149","","N",""
"3FGL J0421.6+1950","","65.4042","19.8469","","N",""
"3FGL J0422.1-0642","PMN J0422-0643","65.5447","-6.7111","fsrq","N",""
"3FGL J0423.2-0119","PKS 0420-01","65.8247","-1.3321","FSRQ","N",""
"3FGL J0423.5+5442","","65.8996","54.7058","","N",""
"3FGL J0423.8+4150","4C +41.11","65.9679","41.8335","bll","N",""
"3FGL J0424.7+0035","PKS 0422+00","66.1781","0.5951","bll","N",""
"3FGL J0425.0-5331","PMN J0425-5331","66.2663","-53.5184","bll","N",""
"3FGL J0425.2+6319","1RXS J042523.0+632016","66.3243","63.3206","bcu","N",""
"3FGL J0425.8+5600","","66.4516","56.014","","N",""
"3FGL J0426.3+3510","","66.5876","35.1703","","N",""
"3FGL J0426.3+6827","4C +68.05","66.5898","68.4584","bcu","N",""
"3FGL J0426.6+0459","4C +04.15","66.6737","4.9928","bcu","N",""
"3FGL J0426.7+5437","","66.6813","54.6168","","N",""
"3FGL J0427.3-3900","PMN J0427-3900","66.836","-39.0063","bcu","N",""
"3FGL J0427.9-6704","","66.9821","-67.0777","","N",""
"3FGL J0428.6-3756","PKS 0426-380","67.1684","-37.9357","bll","N",""
"3FGL J0429.8+2843","MG2 J042948+2843","67.4523","28.7229","bcu","N",""
"3FGL J0429.8+3611c","","67.4691","36.1951","","N",""
"3FGL J0430.1-3103","","67.5428","-31.0655","","N",""
"3FGL J0430.2-2508","PMN J0430-2507","67.552","-25.1374","bll","N",""
"3FGL J0430.5+1655","MG1 J043022+1655","67.6255","16.9274","bcu","N",""
"3FGL J0431.6+7403","GB6 J0431+7403","67.9033","74.0582","bcu","N",""
"3FGL J0431.7+3503","","67.9309","35.0559","","N",""
"3FGL J0432.5+0539","","68.1362","5.6609","","N",""
"3FGL J0433.1+3228","NVSS J043307+322840","68.2921","32.478","bcu","N",""
"3FGL J0433.6+2905","MG2 J043337+2905","68.4183","29.0905","bll","N",""
"3FGL J0433.7-6028","PKS 0432-606","68.4286","-60.4823","bcu","N",""
"3FGL J0434.0-5726","SUMSS J043344-572613","68.5086","-57.4418","bcu","N",""
"3FGL J0434.0-2010","TXS 0431-203","68.5138","-20.1671","bll","N",""
"3FGL J0434.3-1411c","","68.5772","-14.197","","N",""
"3FGL J0434.4-2341","PMN J0434-2342","68.6235","-23.6945","bcu","N",""
"3FGL J0434.6+0921","TXS 0431+092","68.666","9.36","bcu","N",""
"3FGL J0437.2-4713","PSR J0437-4715","69.3054","-47.2279","PSR","N",""
"3FGL J0437.7-7330","","69.439","-73.5149","","N",""
"3FGL J0438.3-1258","PKS 0436-129","69.5831","-12.9817","fsrq","N",""
"3FGL J0438.8-4519","PKS 0437-454","69.7025","-45.3222","bll","N",""
"3FGL J0439.6-3159","1RXS J043931.4-320045","69.9034","-31.9891","bcu","N",""
"3FGL J0439.9-1859","PMN J0439-1900","69.9772","-18.9992","bcu","N",""
"3FGL J0440.3-2500","RBS 0570","70.0821","-25.0149","bll","N",""
"3FGL J0440.3+1444","TXS 0437+145","70.0934","14.734","bcu","N",""
"3FGL J0440.8+2751","B2 0437+27B","70.2182","27.8529","bll","N",""
"3FGL J0442.6-0017","PKS 0440-00","70.6617","-0.2989","fsrq","N",""
"3FGL J0444.5+3425","B2 0441+34","71.1354","34.424","bcu","N",""
"3FGL J0444.6-6012","PMN J0444-6014","71.1707","-60.215","fsrq","N",""
"3FGL J0447.1-2540","","71.7949","-25.6757","","N",""
"3FGL J0447.8-2119","PKS 0446-212","71.9657","-21.3288","fsrq","N",""
"3FGL J0448.6-1632","RBS 0589","72.1582","-16.5337","bll","N",""
"3FGL J0449.0+1121","PKS 0446+11","72.2514","11.3589","fsrq","N",""
"3FGL J0449.4-4350","PKS 0447-439","72.3618","-43.8364","bll","P","PKS 0447-439"
"3FGL J0451.6+7231","","72.9165","72.518","","N",""
"3FGL J0451.7+5722","","72.94","57.3734","","N",""
"3FGL J0453.2-2808","PKS 0451-28","73.3142","-28.147","fsrq","N",""
"3FGL J0453.2+6321","NVSS J045312+632117","73.3175","63.3656","bcu","N",""
"3FGL J0454.6-6825","PWN G279.8-35.8","73.6591","-68.4317","pwn","N",""
"3FGL J0455.7-4617","PKS 0454-46","73.9447","-46.2845","fsrq","N",""
"3FGL J0456.2-6924","","74.0667","-69.4077","","N",""
"3FGL J0456.3+2702","MG2 J045613+2702","74.087","27.0471","bcu","N",""
"3FGL J0456.3-3131","PMN J0456-3135","74.09","-31.521","fsrq","N",""
"3FGL J0457.0-2324","PKS 0454-234","74.2639","-23.412","FSRQ","N",""
"3FGL J0457.0+0643","4C +06.21","74.2689","6.7251","fsrq","N",""
"3FGL J0500.3+5237","","75.091","52.6181","spp","N",""
"3FGL J0501.2-0157","S3 0458-02","75.3182","-1.9659","fsrq","N",""
"3FGL J0501.8+3046","1RXS J050140.8+304831","75.4694","30.7771","bcu","N",""
"3FGL J0502.5+0612","PKS 0459+060","75.6262","6.214","fsrq","N",""
"3FGL J0502.6+1759","","75.6553","17.9952","","N",""
"3FGL J0502.7+3438","MG2 J050234+3436","75.6857","34.65","bcu","N",""
"3FGL J0503.4+4522","1RXS J050339.8+451715","75.8646","45.3746","bcu","N",""
"3FGL J0503.5+6538","1E 0458.1+6530","75.8893","65.6335","bll","N",""
"3FGL J0505.3+0459","PKS 0502+049","76.3432","4.9979","fsrq","N",""
"3FGL J0505.3-0422","S3 0503-04","76.3499","-4.3757","fsrq","N",""
"3FGL J0505.5+0416","MG1 J050533+0415","76.3817","4.2739","bll","N",""
"3FGL J0505.5-1558","TXS 0503-160","76.3832","-15.974","bcu","N",""
"3FGL J0505.9+6114","NVSS J050558+611336","76.4816","61.2448","bll","N",""
"3FGL J0506.3-0357","","76.5865","-3.9522","","N",""
"3FGL J0506.9+0321","","76.7352","3.3616","","N",""
"3FGL J0506.9-5435","1ES 0505-546","76.7431","-54.5837","bcu","N",""
"3FGL J0507.1-6102","PKS 0506-61","76.7803","-61.05","fsrq","N",""
"3FGL J0507.5-0906","","76.8883","-9.1017","","N",""
"3FGL J0508.0+6736","1ES 0502+675","77.0035","67.6143","bll","P","1ES 0502+675"
"3FGL J0508.2-1936","PMN J0508-1936","77.0624","-19.6126","bcu","N",""
"3FGL J0509.3+1012","PKS 0506+101","77.3457","10.2005","fsrq","N",""
"3FGL J0509.4+0541","TXS 0506+056","77.3639","5.699","bll","N",""
"3FGL J0509.7-0400","1H 0506-039","77.4274","-4.0102","bll","N",""
"3FGL J0509.7-6418","RBS 0625","77.4388","-64.3055","bcu","N",""
"3FGL J0510.0+1802","PKS 0507+17","77.5244","18.0359","fsrq","N",""
"3FGL J0512.0-3737","","78.0154","-37.6231","","N",""
"3FGL J0512.2+2918","B2 0509+29","78.0633","29.312","bcu","N",""
"3FGL J0512.9+4038","B3 0509+406","78.249","40.647","bcu","N",""
"3FGL J0514.4+5603","TXS 0510+559","78.6061","56.0558","fsrq","N",""
"3FGL J0514.6-4406","","78.6746","-44.1133","","N",""
"3FGL J0515.3-4557","PKS 0514-459","78.8313","-45.9544","fsrq","N",""
"3FGL J0515.5-0123","NVSS J051536-012427","78.8931","-1.3967","bcu","N",""
"3FGL J0515.8+1526","GB6 J0515+1527","78.9641","15.4385","bll","N",""
"3FGL J0516.3+7351","GB6 J0516+7350","79.0953","73.8593","bll","N",""
"3FGL J0516.6+1012","","79.1702","10.2062","","N",""
"3FGL J0516.7-6207","PKS 0516-621","79.1889","-62.1211","bll","N",""
"3FGL J0517.1+2628c","","79.2915","26.4788","","N",""
"3FGL J0517.4+4540","4C +45.08","79.3735","45.6679","fsrq","N",""
"3FGL J0517.5+0902","PMN J0517+0858","79.3935","9.0368","fsrq","N",""
"3FGL J0519.2-4542","Pictor A","79.8087","-45.7073","rdg","N",""
"3FGL J0519.3+2746","4C +27.15","79.8499","27.773","bcu","N",""
"3FGL J0519.5+0852","TXS 0516+087","79.8769","8.871","bcu","N",""
"3FGL J0521.4-1740","TXS 0519-176","80.3527","-17.676","fsrq","N",""
"3FGL J0521.7+0103","NVSS J052140+010257","80.4355","1.0579","bcu","N",""
"3FGL J0521.7+2113","TXS 0518+211","80.4431","21.2224","bll","P","VER J0521+211"
"3FGL J0521.9-3847","PKS 0520-388","80.4764","-38.7852","bcu","N",""
"3FGL J0522.9-3628","PKS 0521-36","80.7416","-36.4715","BCU","N",""
"3FGL J0523.3-2528","","80.8392","-25.4763","","N",""
"3FGL J0523.7+3328","","80.9324","33.4742","","N",""
"3FGL J0524.4+2839","","81.124","28.6548","","N",""
"3FGL J0524.5-6937","","81.1278","-69.6294","","N",""
"3FGL J0525.2-6614","","81.324","-66.2436","","N",""
"3FGL J0525.3-4558","PKS 0524-460","81.3315","-45.9696","fsrq","N",""
"3FGL J0525.6-6013","SUMSS J052542-601341","81.4151","-60.2325","bcu","N",""
"3FGL J0525.8-2014","PMN J0525-2010","81.4509","-20.2483","bcu","N",""
"3FGL J0526.0+4253","NVSS J052520+425520","81.5231","42.889","bcu","N",""
"3FGL J0526.2-4829","PKS 0524-485","81.5706","-48.4986","fsrq","N",""
"3FGL J0526.4+2247","","81.6091","22.798","","N",""
"3FGL J0526.6-6825e","LMC","81.65","-68.42","GAL","N",""
"3FGL J0526.6+6321","GB6 J0526+6317","81.6599","63.3585","bcu","N",""
"3FGL J0527.3+6647","","81.8355","66.7846","","N",""
"3FGL J0528.3+1815","1RXS J052829.6+181657","82.078","18.2608","bcu","N",""
"3FGL J0529.1+0933","GB6 J0529+0934","82.2878","9.557","bcu","N",""
"3FGL J0529.2-5917","1RXS J052846.9-592000","82.3004","-59.2994","bll","N",""
"3FGL J0529.2+3822","","82.3094","38.3669","","N",""
"3FGL J0529.8-7242","PKS 0530-727","82.4531","-72.7156","bcu","N",""
"3FGL J0530.8+1330","PKS 0528+134","82.7187","13.5148","FSRQ","N",""
"3FGL J0532.0-4827","PMN J0531-4827","83.0004","-48.4585","BCU","N",""
"3FGL J0532.7+0732","OG 050","83.1769","7.5446","FSRQ","N",""
"3FGL J0533.0-3939","PKS 0531-397","83.2581","-39.6644","bcu","N",""
"3FGL J0533.2+4822","TXS 0529+483","83.3066","48.378","fsrq","N",""
"3FGL J0533.2+5944","","83.311","59.7415","","N",""
"3FGL J0533.6-8323","PKS 0541-834","83.4106","-83.3847","fsrq","N",""
"3FGL J0533.8-3754","","83.4635","-37.9053","","N",""
"3FGL J0534.0+6759","PSR J0533+6759","83.5037","67.9998","PSR","N",""
"3FGL J0534.5+2201i","Crab","83.6331","22.0199","PWN","P","Crab"
"3FGL J0534.5+2201s","Crab","83.6331","22.0199","PWN","P","Crab"
"3FGL J0534.5+2201","PSR J0534+2200","83.6372","22.0241","PSR","P","Crab Pulsar"
"3FGL J0535.3-6559","","83.8283","-65.9973","","N",""
"3FGL J0535.6-2749","PMN J0535-2751","83.9207","-27.8167","bcu","N",""
"3FGL J0535.7-0617c","","83.9349","-6.2905","","N",""
"3FGL J0536.4-3347","","84.1005","-33.7879","","N",""
"3FGL J0537.0-7113","","84.2537","-71.2207","","N",""
"3FGL J0537.0+0957","","84.2662","9.9503","","N",""
"3FGL J0537.4+3604c","","84.3505","36.0747","","N",""
"3FGL J0537.4-5717","SUMSS J053748-571828","84.3624","-57.2929","bll","N",""
"3FGL J0538.4-3909","NVSS J053810-390844","84.6094","-39.1659","bcu","N",""
"3FGL J0538.8-4405","PKS 0537-441","84.7091","-44.0859","BLL","N",""
"3FGL J0538.8-0341","","84.7094","-3.6957","","N",""
"3FGL J0538.9+1646","","84.7486","16.7734","","N",""
"3FGL J0539.2-0536","","84.8007","-5.6013","","N",""
"3FGL J0539.8+1434","TXS 0536+145","84.9575","14.5709","fsrq","N",""
"3FGL J0539.9-7553","","84.9851","-75.8837","","N",""
"3FGL J0540.0+1208","","85.0022","12.1482","","N",""
"3FGL J0540.0-2837","PKS 0537-286","85.0116","-28.6268","fsrq","N",""
"3FGL J0540.3+2756e","S147","85.1","27.94","SNR","N",""
"3FGL J0540.4+5823","GB6 J0540+5823","85.1236","58.3905","bll","N",""
"3FGL J0540.5-5416","PKS 0539-543","85.1484","-54.2681","fsrq","N",""
"3FGL J0540.8+3503c","","85.2148","35.0643","","N",""
"3FGL J0541.1+3553","","85.2775","35.8975","","N",""
"3FGL J0542.2-8737","SUMSS J054923-874001","85.5603","-87.6185","bcu","N",""
"3FGL J0542.5-0907c","PMN J0542-0913","85.6376","-9.1214","bcu","N",""
"3FGL J0543.9-5531","1RXS J054357.3-553206","85.9775","-55.5318","bll","N",""
"3FGL J0544.7+2239","","86.1758","22.6572","","N",""
"3FGL J0545.6+6019","","86.4153","60.3219","","N",""
"3FGL J0546.4+0031c","","86.6249","0.5274","","N",""
"3FGL J0550.3-4521","","87.5872","-45.3506","","N",""
"3FGL J0550.6-3217","PKS 0548-322","87.6622","-32.2847","bll","P","PKS 0548-322"
"3FGL J0553.5-2036","NVSS J055333-203417","88.3825","-20.6006","bcu","N",""
"3FGL J0554.1+3104","LAT PSR J0554+3107","88.5299","31.0689","PSR","N",""
"3FGL J0556.0-4353","SUMSS J055618-435146","89.011","-43.8878","bll","N",""
"3FGL J0556.2+3933","","89.0576","39.5502","","N",""
"3FGL J0557.7-0720","","89.4499","-7.3403","","N",""
"3FGL J0558.1-3838","EXO 0556.4-3838","89.5392","-38.6452","bll","N",""
"3FGL J0558.6-7459","PKS 0600-749","89.6688","-74.9965","bll","N",""
"3FGL J0559.8+3042","","89.9622","30.7153","","N",""
"3FGL J0600.4-1934","","90.1183","-19.5733","","N",""
"3FGL J0600.9-3943","PKS 0558-396","90.239","-39.7173","fsrq","N",""
"3FGL J0601.0+3837","B2 0557+38","90.2665","38.6247","bll","N",""
"3FGL J0601.2-7036","PKS 0601-70","90.3132","-70.6086","fsrq","N",""
"3FGL J0601.5+2309","","90.3836","23.158","","N",""
"3FGL J0602.2+5314","GB6 J0601+5315","90.562","53.2349","bcu","N",""
"3FGL J0602.8-4016","SUMSS J060251-401845","90.7148","-40.2724","bcu","N",""
"3FGL J0603.3+2042","","90.8397","20.7165","","N",""
"3FGL J0603.8+2155","4C +22.12","90.9625","21.9274","bcu","N",""
"3FGL J0604.1-4817","1ES 0602-482","91.0311","-48.2921","bll","N",""
"3FGL J0604.7-4849","1RXS J060432.7-485007","91.1838","-48.8244","bcu","N",""
"3FGL J0605.0+3756","PSR J0605+3757","91.2533","37.935","PSR","N",""
"3FGL J0605.0-0000","","91.2715","-0.0089","","N",""
"3FGL J0605.9+2039c","","91.4769","20.6528","","N",""
"3FGL J0606.4-4729","ESO 254- G 017","91.6053","-47.492","bcu","N",""
