0	0	-7.85889
1	0	-7.49451
0	1	-3.85792
1	1	-3.83842
0	2	-3.90218
1	2	-3.83214
0	3	0.992252
1	3	0.838488
0	4	-9.22159
1	4	-7.63537
0	5	0.627958
1	5	0.853048
0	6	-3.77191
1	6	-3.83957
0	7	-4.0567
1	7	-3.71733
0	8	-7.61042
1	8	-7.65676
0	9	-5.31147
1	9	-5.21282
0	10	-5.25644
1	10	-4.98808
0	11	-2.31544
1	11	-0.494838
0	12	-8.94175
1	12	-9.06502
0	13	0.939835
1	13	0.985246
0	14	-6.41618
1	14	-5.11232
0	15	-3.77516
1	15	-3.74341
0	16	-3.78185
1	16	-3.77614
0	17	0.117318
1	17	0.174181
0	18	-3.54346
1	18	-3.51017
0	19	0.205983
1	19	0.517338
0	20	-3.62497
1	20	-3.62184
0	21	0.385402
1	21	0.252341
0	22	-3.79705
1	22	-3.73206
0	23	0.362858
1	23	0.42662
0	24	-3.6551
1	24	-3.66197
0	25	-1.10412
1	25	-0.999482
0	26	-4.88023
1	26	-4.9257
0	27	-0.995515
1	27	-0.857029
0	28	-5.01097
1	28	-4.96669
0	29	-1.07962
1	29	-0.982173
0	30	-5.25974
1	30	-5.05274
0	31	0.445394
1	31	0.522176
0	32	-4.16791
1	32	-4.2261
0	33	-2.19019
1	33	0.57003
0	34	-4.08472
1	34	-4.16596
0	35	0.490209
1	35	0.535769
0	36	-4.30493
1	36	-4.19792
0	37	0.186349
1	37	0.308757
0	38	-3.94619
1	38	-3.89178
0	39	0.129522
1	39	0.422919
0	40	-4.319
1	40	-4.12032
0	41	-0.770863
1	41	-0.844084
0	42	-5.36175
1	42	-5.332
0	43	-0.785009
1	43	-2.65298
0	44	-4.83501
1	44	-5.40373
0	45	-0.973902
1	45	-0.750072
0	46	-3.91397
1	46	-3.84065
0	47	0
1	47	0.481423
