,electric_field_1m_V_per_m,time_s
0,0.0,0.0
1,0.0,3.86274509804e-10
2,0.0,7.72549019608e-10
3,0.0,1.15882352941e-09
4,0.0,1.54509803922e-09
5,0.0,1.93137254902e-09
6,0.0,2.31764705882e-09
7,0.0,2.70392156863e-09
8,0.0,3.09019607843e-09
9,0.0,3.47647058824e-09
10,0.0,3.86274509804e-09
11,0.0,4.24901960784e-09
12,0.0,4.63529411765e-09
13,0.0,5.02156862745e-09
14,0.0,5.40784313725e-09
15,0.0,5.79411764706e-09
16,0.0,6.18039215686e-09
17,0.0,6.56666666667e-09
18,0.0,6.95294117647e-09
19,0.0,7.33921568627e-09
20,-14.8177714669,7.72549019608e-09
21,-16.2903963806,8.11176470588e-09
22,-8.9616154959,8.49803921569e-09
23,0.929214924623,8.88431372549e-09
24,6.30577412361,9.27058823529e-09
25,3.62143679108,9.6568627451e-09
26,-5.22426226118,1.00431372549e-08
27,-14.4755722997,1.04294117647e-08
28,-18.4286000521,1.08156862745e-08
29,-15.0277633766,1.12019607843e-08
30,-6.79949150105,1.15882352941e-08
31,1.40716836804,1.19745098039e-08
32,6.21844259752,1.23607843137e-08
33,8.3124543339,1.27470588235e-08
34,11.7718374611,1.31333333333e-08
35,20.4123738617,1.35196078431e-08
36,33.5322506179,1.39058823529e-08
37,44.2820861911,1.42921568627e-08
38,42.4595474581,1.46784313725e-08
39,20.6910814931,1.50647058824e-08
40,-19.5888722163,1.54509803922e-08
41,-66.4805961477,1.5837254902e-08
42,-102.292349907,1.62235294118e-08
43,-112.805097895,1.66098039216e-08
44,-96.1656200281,1.69960784314e-08
45,-65.8351467477,1.73823529412e-08
46,-44.7494316694,1.7768627451e-08
47,-52.6900114069,1.81549019608e-08
48,-93.1955200144,1.85411764706e-08
49,-147.547780356,1.89274509804e-08
50,-180.396446253,1.93137254902e-08
51,-155.686560246,1.97e-08
52,-55.7479787396,2.00862745098e-08
53,106.087876221,2.04725490196e-08
54,286.535327903,2.08588235294e-08
55,427.842507275,2.12450980392e-08
56,481.273097104,2.1631372549e-08
57,427.842507275,2.20176470588e-08
58,286.535327903,2.24039215686e-08
59,106.087876221,2.27901960784e-08
60,-55.7479787396,2.31764705882e-08
61,-155.686560246,2.3562745098e-08
62,-180.396446253,2.39490196078e-08
63,-147.547780356,2.43352941176e-08
64,-93.1955200144,2.47215686275e-08
65,-52.6900114069,2.51078431373e-08
66,-44.7494316694,2.54941176471e-08
67,-65.8351467477,2.58803921569e-08
68,-96.1656200281,2.62666666667e-08
69,-112.805097895,2.66529411765e-08
70,-102.292349907,2.70392156863e-08
71,-66.4805961477,2.74254901961e-08
72,-19.5888722163,2.78117647059e-08
73,20.6910814931,2.81980392157e-08
74,42.4595474581,2.85843137255e-08
75,44.2820861911,2.89705882353e-08
76,33.5322506179,2.93568627451e-08
77,20.4123738617,2.97431372549e-08
78,11.7718374611,3.01294117647e-08
79,8.3124543339,3.05156862745e-08
80,6.21844259752,3.09019607843e-08
81,1.40716836804,3.12882352941e-08
82,-6.79949150105,3.16745098039e-08
83,-15.0277633766,3.20607843137e-08
