12.5124 9.75964 8.87726 10.521 10.2665 9.45071
10.5937 10.1957 11.7172 10.7178 10.6457 9.60378
12.0988 10.8959 13.1128 11.1771 11.1877 10.4128
14.3156 11.9388 12.981 12.5415 12.3799 12.0072
10.6789 9.58303 8.74057 9.90095 10.0105 9.25273
10.6571 10.2663 12.2664 10.5501 10.8868 9.87106
10.9645 11.6371 13.4596 11.7312 11.7059 11.1806
13.3297 12.001 9.68003 12.3455 12.019 11.3376
1 1 1 1 1 1
9.27361 11.1629 10.9475 11.6446 11.0603 10.933
11.8754 11.7546 12.952 12.329 12.33 11.6513
2.67563 4.90153 6.41027 4.06627 3.64862 4.49332
12.9269 11.8519 12.5921 12.4411 12.3943 11.6536
8.9625 9.70941 8.91068 9.98834 9.984 9.38273
11.324 12.0918 11.2956 12.0643 12.1292 11.9366
10.3996 10.823 10.6039 11.0782 10.8153 10.4904
13.059 12.1851 13.109 12.361 12.2596 11.7953
1 1 1 1 1 1
8.29624 9.78372 12.3662 10.2016 9.80609 9.28158
9.93888 9.44851 8.8156 10.105 9.91373 9.58831
8.94918 8.31556 9.22186 9.08176 8.68378 8.18833
12.3289 9.87455 8.28281 10.417 10.3959 9.6231
9.76528 9.34169 9.79428 9.64733 9.55429 8.95767
10.507 8.87055 9.23825 9.64277 9.22954 8.72764
8.73395 9.50588 10.3058 9.81317 9.75334 9.1854
10.9281 10.4025 10.0229 10.7334 11.0848 10.0244
1 1 1 1 1 1
8.38135 9.34713 12.3667 9.62579 9.37547 8.97855
10.6702 10.3596 8.57076 10.7732 10.9157 10.3025
7.84177 9.27242 8.81256 9.83899 9.47175 9.18844
9.61982 10.5469 11.8709 10.6931 10.939 10.8237
8.14955 8.9623 9.69136 9.22938 9.13285 8.53239
10.5417 9.42093 8.25086 9.75624 9.8879 9.21854
9.51882 9.35705 9.64278 9.58207 9.51068 8.95472
11.3088 10.1588 10.5896 10.2645 10.5479 9.97267
1 1 1 1 1 1
9.51457 9.7344 9.75548 10.123 9.96395 9.48637
11.6955 11.077 11.0426 11.466 11.6043 10.3832
8.65993 8.98316 13.5729 9.29782 9.09581 8.36233
9.81378 10.0742 10.2816 10.8601 10.4761 9.90431
11.7823 10.5386 11.7032 11.2506 11.0528 10.2821
13.1758 11.6694 10.8899 12.0084 12.2982 11.2732
14.181 11.0403 12.1508 11.2286 11.1566 10.5406
11.7021 10.4352 10.0754 10.6239 10.7366 10.2302
1 1 1 1 1 1
10.113 9.09054 9.16742 9.86628 9.45418 9.04222
12.3884 11.0953 13.6621 11.6873 11.2776 10.6826
8.31626 11.0217 12.5065 11.1201 11.1595 10.2987
10.4718 11.1566 10.5651 12.209 11.7513 11.2043
11.4813 10.1804 11.1124 10.426 10.5116 9.97489
10.2256 10.5121 13.4201 10.9163 11.1797 10.2582
9.96341 11.0574 13.9108 11.3305 11.4445 10.3396
10.3398 10.7694 11.3756 11.317 11.513 10.4285
1 1 1 1 1 1
8.88806 9.62959 10.8748 9.94501 9.76788 9.06077
13.038 11.622 10.8212 12.1126 12.6569 11.3897
10.5558 10.4976 9.51076 11.1511 10.7848 10.048
13.849 13.1774 14.2342 13.8053 13.8122 12.5564
10.4043 9.60668 11.7097 9.77281 9.97589 9.1563
12.8609 12.3102 12.1704 12.6461 12.674 11.7285
11.772 11.341 12.9061 11.8142 11.7865 11.2178
12.0965 12.136 13.5396 12.4835 12.4654 11.7475
1 1 1 1 1 1
10.9902 10.0517 10.4672 10.3207 10.4724 9.36419
12.4776 11.4478 11.0092 11.9637 12.5074 11.3515
10.3442 10.1143 10.1772 10.7938 10.6808 9.72838
13.3507 10.5679 10.407 11.2241 11.4164 10.1778
12.2709 11.3533 12.7929 11.6913 11.6845 11.1231
13.1716 11.107 11.8565 11.5389 11.6985 10.7913
9.10915 9.86849 9.55777 10.2876 10.0582 9.42444
13.1066 11.3381 12.9226 11.9293 12.251 10.8812
1 1 1 1 1 1
8.91556 8.87985 9.45398 9.71685 9.82375 8.62405
10.8652 10.1429 11.5966 10.3337 10.4723 9.65923
10.4358 9.74582 10.6866 10.2248 10.2177 9.56773
11.9958 10.8022 11.1733 11.3105 11.5676 10.7065
10.8202 9.41401 8.58548 9.61784 9.58015 9.09483
11.6678 9.90569 11.024 10.0704 10.6102 9.55634
9.94335 9.36258 9.37149 9.72314 9.73312 9.08308
11.8551 10.5443 9.82681 10.8025 11.1175 10.2582
1 1 1 1 1 1
10.7507 10.4309 9.89359 10.7293 10.7055 9.93168
8.80774 10.0398 12.1022 10.2267 10.3061 9.45937
9.22235 9.46481 10.8223 10.0337 9.6082 8.96591
11.0054 10.4244 10.329 11.116 10.7774 10.6108
13.0186 10.915 13.1502 11.2663 11.3851 10.6134
10.2033 10.6618 12.688 10.9316 11.1612 10.4275
9.41102 9.48074 9.91616 9.75988 9.69357 9.20197
11.8895 11.0067 10.9117 11.5309 11.4655 10.6933
1 1 1 1 1 1
10.9232 9.09247 11.2674 9.27036 9.06256 8.52862
10.1119 9.93922 9.45167 10.7271 10.7072 10.0113
10.3272 9.56876 8.44482 9.98012 10.0306 9.195
12.9006 9.95233 10.7873 10.1612 10.21 9.44386
9.42092 9.81317 8.64099 10.2168 10.2391 9.54965
14.5377 9.85546 10.699 10.2243 10.2777 9.31802
9.89753 9.57687 9.39332 10.4127 10.292 9.41812
13.8498 11.3031 11.0922 12.9479 13.101 10.9926
1 1 1 1 1 1
9.51981 10.1877 9.68942 10.8078 10.251 10.1083
12.1897 10.9266 11.5147 11.5973 11.6714 10.5107
11.9189 10.3738 9.46441 11.2188 10.5103 10.2656
9.63871 10.4284 12.7252 10.6101 10.4912 9.84906
11.2981 10.5813 9.09442 10.646 10.548 9.72581
12.8868 11.1375 11.0141 11.6191 11.8695 10.9203
10.288 10.1653 9.86457 10.7927 10.5539 9.87144
11.0735 10.7017 11.4503 11.0305 10.998 10.3718
1 1 1 1 1 1
