0	0	0
1	0	0.0319931
0	1	0.134206
1	1	0.17784
0	2	0.0205523
1	2	0.0938032
0	3	0.0727874
1	3	0.105118
0	4	0.0566702
1	4	0.109493
0	5	0.123398
1	5	0.14549
0	6	0.0222918
1	6	0.0402671
0	7	0.0876548
1	7	0.116788
0	8	0.00219243
1	8	0.0883473
0	9	0.0198643
1	9	0.017552
0	10	-0.15
1	10	-0.0597426
0	11	0.0274343
1	11	0.0683016
0	12	-0.0471616
1	12	0.069358
0	13	-0.00183828
1	13	0.0177942
0	14	0.0439211
1	14	0.0257512
0	15	0.000111885
1	15	0.0488505
0	16	0.0526573
1	16	0.344542
0	17	0.077458
1	17	0.160341
0	18	0.0407427
1	18	0.304441
0	19	0.101596
1	19	0.286722
0	20	0.0815477
1	20	0.319508
0	21	0.0951958
1	21	0.333903
0	22	0.122781
1	22	0.342879
0	23	0.0661613
1	23	0.28086
0	24	0.088749
1	24	0.242332
0	25	0.00636742
1	25	0.233036
0	26	0.0313022
1	26	0.231706
0	27	0.033086
1	27	0.294039
0	28	0.15
1	28	0.318202
0	29	0.00852401
1	29	0.289117
0	30	0.000233934
1	30	0.269725
0	31	0.0267468
1	31	0.323376
0	32	-0.00968127
1	32	0.236072
0	33	0.131001
1	33	0.291295
0	34	0.0460149
1	34	0.211554
0	35	0.0553142
1	35	0.340365
0	36	0.053326
1	36	0.256409
0	37	0.0188456
1	37	0.238857
0	38	0.0767456
1	38	0.251732
0	39	0.0118539
1	39	0.152649
0	40	0.0381375
1	40	0.246744
0	41	-0.00117885
1	41	0.279965
0	42	0.0573987
1	42	0.317539
0	43	0.0211698
1	43	0.264958
0	44	0.0106452
1	44	0.298428
0	45	-0.01382
1	45	0.240508
0	46	-0.0147542
1	46	0.214443
0	47	-0.361915
1	47	0.226191
