590	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.94442e+16
581	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.94799e+16
549	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.95156e+16
537	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.95514e+16
517	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.95871e+16
494	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.96229e+16
451	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.96586e+16
521	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.96944e+16
687	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.97301e+16
842	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.97659e+16
845	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.98016e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.98373e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.98731e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.99088e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.99446e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 1.99803e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.00161e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.00518e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.00876e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.01233e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.0159e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.01948e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.02305e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.02663e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.0302e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.03378e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.03735e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.04092e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.0445e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.04807e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.05165e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.05522e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.0588e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.06237e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.06595e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.06952e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.07309e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.07667e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.08024e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.08382e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.08739e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.09097e+16
