3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.09454e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.09812e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.10169e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.10526e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.10884e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.11241e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.11599e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.11956e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.12314e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.12671e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.13029e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.13386e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.13743e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.14101e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.14458e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.14816e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.15173e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.15531e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.15888e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.16246e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.16603e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.1696e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.17318e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.17675e+16
182	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.18033e+16
250	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.1839e+16
401	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.18748e+16
566	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.19105e+16
754	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.19463e+16
882	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.1982e+16
580	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.20177e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.20535e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.20892e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.2125e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.21607e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.21965e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.22322e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.2268e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.23037e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.23394e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.23752e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.24109e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.24467e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.24824e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.25182e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.25539e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.25897e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.26254e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.26611e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.26969e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.27326e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.27684e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.28041e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.28399e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.28756e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.29114e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.29471e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.29828e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.30186e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.30543e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.30901e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.31258e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.31616e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.31973e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.3233e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.32688e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.33045e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.33403e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.3376e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.34118e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.34475e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.34833e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.3519e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.35547e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.35905e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.36262e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.3662e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.36977e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.37335e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.37692e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.3805e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.38407e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.38764e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.39122e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.39479e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.39837e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.40194e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.40552e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.40909e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.41267e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.41624e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.41981e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.42339e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.42696e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.43054e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.43411e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.43769e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.44126e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.44484e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.44841e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.45198e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.45556e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.45913e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.46271e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.46628e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.46986e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.47343e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.47701e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.48058e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.48415e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.48773e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.4913e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.49488e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.49845e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.50203e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.5056e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.50918e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.51275e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.51632e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.5199e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.52347e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.52705e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.53062e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.5342e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.53777e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.54135e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.54492e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.54849e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.55207e+16
3	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.55564e+16
490	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.55922e+16
374	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.56279e+16
568	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.56637e+16
710	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.56994e+16
650	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.57352e+16
537	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.57709e+16
529	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.58066e+16
450	3	-2997	3 3000 3.57443e+13 1.19148e+10 2.58424e+16
